Start (s),End (s),Scientific name,Common name,Confidence
64.5,67.5,Limosa lapponica,Bar-tailed Godwit,0.1038
102.0,105.0,Limosa lapponica,Bar-tailed Godwit,0.1518
103.5,106.5,Limosa lapponica,Bar-tailed Godwit,0.4009
105.0,108.0,Limosa lapponica,Bar-tailed Godwit,0.5974
106.5,109.5,Limosa lapponica,Bar-tailed Godwit,0.9648
108.0,111.0,Limosa lapponica,Bar-tailed Godwit,0.8072
109.5,112.5,Limosa lapponica,Bar-tailed Godwit,0.4384
111.0,114.0,Limosa lapponica,Bar-tailed Godwit,0.4711
112.5,115.5,Limosa lapponica,Bar-tailed Godwit,0.5595
114.0,117.0,Limosa lapponica,Bar-tailed Godwit,0.7072
115.5,118.5,Limosa lapponica,Bar-tailed Godwit,0.5538
117.0,120.0,Limosa lapponica,Bar-tailed Godwit,0.3050
118.5,121.5,Limosa lapponica,Bar-tailed Godwit,0.1613
