Start (s),End (s),Scientific name,Common name,Confidence
48.0,51.0,Calidris alpina,Dunlin,0.1277
49.5,52.5,Limnodromus scolopaceus,Long-billed Dowitcher,0.1636
63.0,66.0,Calidris himantopus,Stilt Sandpiper,0.2608
67.5,70.5,Calidris himantopus,Stilt Sandpiper,0.2508
69.0,72.0,Calidris himantopus,Stilt Sandpiper,0.1143
271.5,274.5,Clangula hyemalis,Long-tailed Duck,0.3574
282.0,285.0,Limnodromus scolopaceus,Long-billed Dowitcher,0.1255
294.0,297.0,Clangula hyemalis,Long-tailed Duck,0.1338
295.5,298.5,Clangula hyemalis,Long-tailed Duck,0.2948
297.0,300.0,Clangula hyemalis,Long-tailed Duck,0.7232
