Start (s),End (s),Scientific name,Common name,Confidence
31.5,34.5,Anser albifrons,Greater White-fronted Goose,0.1320
33.0,36.0,Anser albifrons,Greater White-fronted Goose,0.9164
34.5,37.5,Anser albifrons,Greater White-fronted Goose,0.7948
36.0,39.0,Anser albifrons,Greater White-fronted Goose,0.4059
37.5,40.5,Anser albifrons,Greater White-fronted Goose,0.2721
220.5,223.5,Anser albifrons,Greater White-fronted Goose,0.1919
223.5,226.5,Anser albifrons,Greater White-fronted Goose,0.1725
225.0,228.0,Anser albifrons,Greater White-fronted Goose,0.1663
282.0,285.0,Calidris pusilla,Semipalmated Sandpiper,0.8887
283.5,286.5,Calidris pusilla,Semipalmated Sandpiper,0.2750
283.5,286.5,Calidris melanotos,Pectoral Sandpiper,0.1165
285.0,288.0,Calidris melanotos,Pectoral Sandpiper,0.1553
286.5,289.5,Calidris pusilla,Semipalmated Sandpiper,0.1757
288.0,291.0,Calidris pusilla,Semipalmated Sandpiper,0.9661
289.5,292.5,Calidris pusilla,Semipalmated Sandpiper,0.9146
291.0,294.0,Calidris pusilla,Semipalmated Sandpiper,0.5597
