Start (s),End (s),Scientific name,Common name,Confidence
24.0,27.0,Anser caerulescens,Snow Goose,0.1645
25.5,28.5,Anser caerulescens,Snow Goose,0.1339
90.0,93.0,Anser albifrons,Greater White-fronted Goose,0.1314
139.5,142.5,Anser albifrons,Greater White-fronted Goose,0.1179
147.0,150.0,Anser caerulescens,Snow Goose,0.1864
148.5,151.5,Anser caerulescens,Snow Goose,0.1922
162.0,165.0,Anser albifrons,Greater White-fronted Goose,0.1323
169.5,172.5,Anser albifrons,Greater White-fronted Goose,0.7635
171.0,174.0,Anser albifrons,Greater White-fronted Goose,0.8516
172.5,175.5,Anser albifrons,Greater White-fronted Goose,0.1883
