Start (s),End (s),Scientific name,Common name,Confidence
1.5,4.5,Calidris bairdii,Baird's Sandpiper,0.1904
1.5,4.5,Calidris alpina,Dunlin,0.1667
6.0,9.0,Calidris bairdii,Baird's Sandpiper,0.1064
7.5,10.5,Calidris minutilla,Least Sandpiper,0.1082
9.0,12.0,Calidris bairdii,Baird's Sandpiper,0.1386
16.5,19.5,Calidris minutilla,Least Sandpiper,0.2262
19.5,22.5,Calidris bairdii,Baird's Sandpiper,0.2002
19.5,22.5,Calidris mauri,Western Sandpiper,0.1004
22.5,25.5,Calidris minutilla,Least Sandpiper,0.3400
33.0,36.0,Calidris bairdii,Baird's Sandpiper,0.1529
33.0,36.0,Calidris minutilla,Least Sandpiper,0.1066
34.5,37.5,Calidris bairdii,Baird's Sandpiper,0.2076
36.0,39.0,Calidris bairdii,Baird's Sandpiper,0.3051
36.0,39.0,Calidris minutilla,Least Sandpiper,0.1359
208.5,211.5,Calidris bairdii,Baird's Sandpiper,0.3609
210.0,213.0,Calidris bairdii,Baird's Sandpiper,0.1420
211.5,214.5,Calidris bairdii,Baird's Sandpiper,0.4153
211.5,214.5,Calidris mauri,Western Sandpiper,0.3336
211.5,214.5,Calidris alpina,Dunlin,0.1233
213.0,216.0,Calidris mauri,Western Sandpiper,0.3328
223.5,226.5,Calidris bairdii,Baird's Sandpiper,0.5020
223.5,226.5,Calidris minutilla,Least Sandpiper,0.1562
223.5,226.5,Calidris alpina,Dunlin,0.1473
225.0,228.0,Calidris bairdii,Baird's Sandpiper,0.5117
225.0,228.0,Calidris minutilla,Least Sandpiper,0.2508
229.5,232.5,Calidris minutilla,Least Sandpiper,0.1987
237.0,240.0,Calidris minutilla,Least Sandpiper,0.1490
241.5,244.5,Calidris bairdii,Baird's Sandpiper,0.1861
241.5,244.5,Calidris minutilla,Least Sandpiper,0.1303
243.0,246.0,Calidris bairdii,Baird's Sandpiper,0.2014
244.5,247.5,Calidris bairdii,Baird's Sandpiper,0.1486
246.0,249.0,Calidris alpina,Dunlin,0.1805
246.0,249.0,Calidris bairdii,Baird's Sandpiper,0.1459
247.5,250.5,Calidris alpina,Dunlin,0.1632
247.5,250.5,Calidris bairdii,Baird's Sandpiper,0.1301
249.0,252.0,Calidris bairdii,Baird's Sandpiper,0.1938
252.0,255.0,Calidris bairdii,Baird's Sandpiper,0.1067
256.5,259.5,Calidris bairdii,Baird's Sandpiper,0.3559
258.0,261.0,Calidris bairdii,Baird's Sandpiper,0.2534
258.0,261.0,Calidris mauri,Western Sandpiper,0.2244
259.5,262.5,Calidris mauri,Western Sandpiper,0.4125
270.0,273.0,Calidris mauri,Western Sandpiper,0.2328
289.5,292.5,Calidris mauri,Western Sandpiper,0.3616
291.0,294.0,Calidris mauri,Western Sandpiper,0.3627
292.5,295.5,Calidris mauri,Western Sandpiper,0.1676
