Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Passerculus sandwichensis,Savannah Sparrow,0.1162
9.0,12.0,Passerculus sandwichensis,Savannah Sparrow,0.1583
40.5,43.5,Passerculus sandwichensis,Savannah Sparrow,0.1698
49.5,52.5,Passerculus sandwichensis,Savannah Sparrow,0.2201
51.0,54.0,Passerculus sandwichensis,Savannah Sparrow,0.4270
58.5,61.5,Passerculus sandwichensis,Savannah Sparrow,0.1570
60.0,63.0,Passerculus sandwichensis,Savannah Sparrow,0.1322
67.5,70.5,Passerculus sandwichensis,Savannah Sparrow,0.2010
76.5,79.5,Passerculus sandwichensis,Savannah Sparrow,0.1020
85.5,88.5,Passerculus sandwichensis,Savannah Sparrow,0.1565
94.5,97.5,Passerculus sandwichensis,Savannah Sparrow,0.5480
96.0,99.0,Passerculus sandwichensis,Savannah Sparrow,0.5216
126.0,129.0,Passerculus sandwichensis,Savannah Sparrow,0.2661
127.5,130.5,Passerculus sandwichensis,Savannah Sparrow,0.1225
135.0,138.0,Passerculus sandwichensis,Savannah Sparrow,0.1759
136.5,139.5,Passerculus sandwichensis,Savannah Sparrow,0.5598
145.5,148.5,Passerculus sandwichensis,Savannah Sparrow,0.1470
154.5,157.5,Passerculus sandwichensis,Savannah Sparrow,0.3886
163.5,166.5,Passerculus sandwichensis,Savannah Sparrow,0.4170
165.0,168.0,Passerculus sandwichensis,Savannah Sparrow,0.8283
174.0,177.0,Passerculus sandwichensis,Savannah Sparrow,0.2717
175.5,178.5,Passerculus sandwichensis,Savannah Sparrow,0.1651
184.5,187.5,Passerculus sandwichensis,Savannah Sparrow,0.3710
193.5,196.5,Passerculus sandwichensis,Savannah Sparrow,0.2769
195.0,198.0,Passerculus sandwichensis,Savannah Sparrow,0.4581
204.0,207.0,Passerculus sandwichensis,Savannah Sparrow,0.3585
214.5,217.5,Passerculus sandwichensis,Savannah Sparrow,0.3386
216.0,219.0,Passerculus sandwichensis,Savannah Sparrow,0.2622
223.5,226.5,Passerculus sandwichensis,Savannah Sparrow,0.1022
225.0,228.0,Passerculus sandwichensis,Savannah Sparrow,0.3094
234.0,237.0,Passerculus sandwichensis,Savannah Sparrow,0.4120
235.5,238.5,Passerculus sandwichensis,Savannah Sparrow,0.5461
246.0,249.0,Passerculus sandwichensis,Savannah Sparrow,0.4016
247.5,250.5,Passerculus sandwichensis,Savannah Sparrow,0.4248
255.0,258.0,Passerculus sandwichensis,Savannah Sparrow,0.2245
256.5,259.5,Passerculus sandwichensis,Savannah Sparrow,0.4758
265.5,268.5,Passerculus sandwichensis,Savannah Sparrow,0.5360
267.0,270.0,Passerculus sandwichensis,Savannah Sparrow,0.6881
277.5,280.5,Passerculus sandwichensis,Savannah Sparrow,0.4014
286.5,289.5,Passerculus sandwichensis,Savannah Sparrow,0.3903
288.0,291.0,Passerculus sandwichensis,Savannah Sparrow,0.5836
295.5,298.5,Passerculus sandwichensis,Savannah Sparrow,0.1412
297.0,300.0,Passerculus sandwichensis,Savannah Sparrow,0.5160
