Start (s),End (s),Scientific name,Common name,Confidence
57.0,60.0,Limnodromus scolopaceus,Long-billed Dowitcher,0.1260
91.5,94.5,Anser albifrons,Greater White-fronted Goose,0.1248
93.0,96.0,Anser albifrons,Greater White-fronted Goose,0.1085
211.5,214.5,Anser albifrons,Greater White-fronted Goose,0.6925
213.0,216.0,Anser albifrons,Greater White-fronted Goose,0.9150
214.5,217.5,Anser albifrons,Greater White-fronted Goose,0.9001
216.0,219.0,Anser albifrons,Greater White-fronted Goose,0.9887
217.5,220.5,Anser albifrons,Greater White-fronted Goose,0.9766
219.0,222.0,Anser albifrons,Greater White-fronted Goose,0.2905
222.0,225.0,Anser albifrons,Greater White-fronted Goose,0.5953
232.5,235.5,Anser albifrons,Greater White-fronted Goose,0.3373
234.0,237.0,Anser albifrons,Greater White-fronted Goose,0.3792
240.0,243.0,Anser albifrons,Greater White-fronted Goose,0.2589
