Start (s),End (s),Scientific name,Common name,Confidence
33.0,36.0,Lagopus muta,Rock Ptarmigan,0.5372
34.5,37.5,Lagopus muta,Rock Ptarmigan,0.6832
36.0,39.0,Lagopus muta,Rock Ptarmigan,0.1669
37.5,40.5,Lagopus muta,Rock Ptarmigan,0.5142
39.0,42.0,Lagopus muta,Rock Ptarmigan,0.9407
48.0,51.0,Lagopus muta,Rock Ptarmigan,0.1011
51.0,54.0,Lagopus muta,Rock Ptarmigan,0.3877
52.5,55.5,Lagopus muta,Rock Ptarmigan,0.1397
57.0,60.0,Lagopus muta,Rock Ptarmigan,0.1525
58.5,61.5,Lagopus muta,Rock Ptarmigan,0.3616
84.0,87.0,Lagopus muta,Rock Ptarmigan,0.1145
87.0,90.0,Lagopus muta,Rock Ptarmigan,0.1199
88.5,91.5,Lagopus muta,Rock Ptarmigan,0.6786
90.0,93.0,Lagopus muta,Rock Ptarmigan,0.4118
91.5,94.5,Lagopus muta,Rock Ptarmigan,0.1593
115.5,118.5,Lagopus muta,Rock Ptarmigan,0.1175
118.5,121.5,Lagopus muta,Rock Ptarmigan,0.3136
126.0,129.0,Lagopus muta,Rock Ptarmigan,0.3114
127.5,130.5,Lagopus muta,Rock Ptarmigan,0.4203
133.5,136.5,Lagopus muta,Rock Ptarmigan,0.2227
135.0,138.0,Lagopus muta,Rock Ptarmigan,0.3336
136.5,139.5,Lagopus muta,Rock Ptarmigan,0.4724
138.0,141.0,Lagopus muta,Rock Ptarmigan,0.4669
139.5,142.5,Lagopus muta,Rock Ptarmigan,0.5145
141.0,144.0,Lagopus muta,Rock Ptarmigan,0.8458
142.5,145.5,Lagopus muta,Rock Ptarmigan,0.3775
