Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,phalarope,phalarope,0.3769
0,3.0,LALO,LALO,0.2298
0,3.0,redpoll,redpoll,0.1316
1.5,4.5,LALO,LALO,0.1640
3.0,6.0,LALO,LALO,0.1429
3.0,6.0,SNBU,SNBU,0.1265
3.0,6.0,ARTE,ARTE,0.1223
4.5,7.5,LALO,LALO,0.1685
6.0,9.0,GWFG,GWFG,0.2345
7.5,10.5,phalarope,phalarope,0.1721
9.0,12.0,ARTE,ARTE,0.2129
9.0,12.0,motor,motor,0.1584
9.0,12.0,phalarope,phalarope,0.1328
10.5,13.5,LALO,LALO,0.2211
12.0,15.0,LALO,LALO,0.9687
13.5,16.5,phalarope,phalarope,0.2245
15.0,18.0,SNBU,SNBU,0.1943
15.0,18.0,motor,motor,0.1274
16.5,19.5,SNBU,SNBU,0.1986
16.5,19.5,phalarope,phalarope,0.1191
18.0,21.0,motor,motor,0.1806
18.0,21.0,phalarope,phalarope,0.1132
19.5,22.5,LALO,LALO,0.2258
21.0,24.0,phalarope,phalarope,0.3050
22.5,25.5,SNBU,SNBU,0.4156
22.5,25.5,phalarope,phalarope,0.2310
22.5,25.5,LALO,LALO,0.1354
24.0,27.0,redpoll,redpoll,0.1831
24.0,27.0,unkMF,unkMF,0.1168
25.5,28.5,phalarope,phalarope,0.5070
25.5,28.5,LALO,LALO,0.1394
27.0,30.0,phalarope,phalarope,0.8988
28.5,31.5,SNBU,SNBU,0.8501
30.0,33.0,LALO,LALO,0.6734
31.5,34.5,LALO,LALO,0.5765
31.5,34.5,SNBU,SNBU,0.1831
33.0,36.0,LALO,LALO,0.8087
34.5,37.5,LALO,LALO,0.2814
36.0,39.0,LALO,LALO,0.4720
37.5,40.5,LALO,LALO,0.1457
39.0,42.0,DUNL,DUNL,0.1550
39.0,42.0,LALO,LALO,0.1262
40.5,43.5,DUNL,DUNL,0.1662
43.5,46.5,LALO,LALO,0.1774
45.0,48.0,LALO,LALO,0.1300
46.5,49.5,phalarope,phalarope,0.2609
