Start (s),End (s),Scientific name,Common name,Confidence
1.5,4.5,BBPL,BBPL,0.1322
4.5,7.5,LALO,LALO,0.2883
4.5,7.5,SNBU,SNBU,0.1438
6.0,9.0,LALO,LALO,0.5589
9.0,12.0,SAVS,SAVS,0.2057
9.0,12.0,WCSP,WCSP,0.1791
9.0,12.0,SMLO,SMLO,0.1426
13.5,16.5,LALO,LALO,0.1026
15.0,18.0,LALO,LALO,0.1480
25.5,28.5,LALO,LALO,0.2999
25.5,28.5,SNBU,SNBU,0.2738
27.0,30.0,SNBU,SNBU,0.3696
27.0,30.0,LALO,LALO,0.2596
30.0,33.0,phalarope,phalarope,0.1272
31.5,34.5,phalarope,phalarope,0.1212
33.0,36.0,LBDO,LBDO,0.5794
33.0,36.0,LALO,LALO,0.1094
33.0,36.0,SESA,SESA,0.1055
34.5,37.5,LBDO,LBDO,0.9351
36.0,39.0,LALO,LALO,0.2253
36.0,39.0,phalarope,phalarope,0.1563
36.0,39.0,SNBU,SNBU,0.1485
37.5,40.5,LALO,LALO,0.1629
37.5,40.5,SAVS,SAVS,0.1621
40.5,43.5,phalarope,phalarope,0.1454
42.0,45.0,phalarope,phalarope,0.1064
43.5,46.5,LALO,LALO,0.1370
43.5,46.5,BBPL,BBPL,0.1251
45.0,48.0,BBPL,BBPL,0.1335
45.0,48.0,phalarope,phalarope,0.1154
46.5,49.5,LBDO,LBDO,0.9966
48.0,51.0,LBDO,LBDO,0.9999
52.5,55.5,BBPL,BBPL,0.1564
52.5,55.5,LALO,LALO,0.1174
55.5,58.5,LALO,LALO,0.2206
57.0,60.0,LALO,LALO,0.1010
58.5,61.5,LALO,LALO,0.2857
58.5,61.5,SNBU,SNBU,0.1507
60.0,63.0,LALO,LALO,0.9901
61.5,64.5,LALO,LALO,0.9988
63.0,66.0,LALO,LALO,0.5224
63.0,66.0,SNBU,SNBU,0.1361
70.5,73.5,BBPL,BBPL,0.1957
70.5,73.5,LALO,LALO,0.1327
70.5,73.5,AMGP,AMGP,0.1273
72.0,75.0,LALO,LALO,0.3553
73.5,76.5,LALO,LALO,0.1631
75.0,78.0,LALO,LALO,0.5829
76.5,79.5,LALO,LALO,0.8985
78.0,81.0,LALO,LALO,0.8461
79.5,82.5,WCSP,WCSP,0.4395
79.5,82.5,ATSP,ATSP,0.4051
81.0,84.0,LALO,LALO,0.1646
81.0,84.0,ATSP,ATSP,0.1035
90.0,93.0,LALO,LALO,0.1352
90.0,93.0,phalarope,phalarope,0.1103
91.5,94.5,phalarope,phalarope,0.1777
100.5,103.5,BBPL,BBPL,0.1000
106.5,109.5,PALO,PALO,0.2435
108.0,111.0,LALO,LALO,0.2884
108.0,111.0,PALO,PALO,0.1150
109.5,112.5,LALO,LALO,0.1588
109.5,112.5,PALO,PALO,0.1067
111.0,114.0,LALO,LALO,0.3848
111.0,114.0,SAVS,SAVS,0.2245
111.0,114.0,SNBU,SNBU,0.2148
112.5,115.5,LALO,LALO,0.2030
112.5,115.5,SNBU,SNBU,0.1236
127.5,130.5,PALO,PALO,0.1505
129.0,132.0,PALO,PALO,0.1419
132.0,135.0,phalarope,phalarope,0.2082
136.5,139.5,ARFO,ARFO,0.1111
138.0,141.0,SAVS,SAVS,0.1513
138.0,141.0,WCSP,WCSP,0.1203
139.5,142.5,LALO,LALO,0.9976
141.0,144.0,LALO,LALO,0.9973
142.5,145.5,LALO,LALO,0.9989
144.0,147.0,LALO,LALO,0.2194
144.0,147.0,AMGP,AMGP,0.1831
144.0,147.0,BBPL,BBPL,0.1217
145.5,148.5,LALO,LALO,0.3782
145.5,148.5,SNBU,SNBU,0.1403
147.0,150.0,LALO,LALO,0.2017
147.0,150.0,SNBU,SNBU,0.1245
150.0,153.0,phalarope,phalarope,0.1573
151.5,154.5,phalarope,phalarope,0.1572
154.5,157.5,LALO,LALO,0.9719
156.0,159.0,LALO,LALO,0.9858
157.5,160.5,LALO,LALO,0.9977
159.0,162.0,LALO,LALO,0.2909
162.0,165.0,phalarope,phalarope,0.1381
168.0,171.0,phalarope,phalarope,0.1418
169.5,172.5,BBPL,BBPL,0.1606
172.5,175.5,phalarope,phalarope,0.2525
178.5,181.5,phalarope,phalarope,0.2168
180.0,183.0,LALO,LALO,0.4160
181.5,184.5,LALO,LALO,0.2986
181.5,184.5,LBDO,LBDO,0.1187
183.0,186.0,LALO,LALO,0.2007
184.5,187.5,ARFO,ARFO,0.1041
189.0,192.0,BBPL,BBPL,0.1277
192.0,195.0,phalarope,phalarope,0.1063
196.5,199.5,LALO,LALO,0.2477
198.0,201.0,LALO,LALO,0.2170
207.0,210.0,LALO,LALO,0.1411
207.0,210.0,BBPL,BBPL,0.1051
213.0,216.0,ARFO,ARFO,0.1007
216.0,219.0,LALO,LALO,0.1849
217.5,220.5,LALO,LALO,0.9792
219.0,222.0,LALO,LALO,0.9998
220.5,223.5,LALO,LALO,0.9964
226.5,229.5,SNBU,SNBU,0.2068
226.5,229.5,LALO,LALO,0.2012
228.0,231.0,LALO,LALO,0.2293
229.5,232.5,LALO,LALO,0.1441
234.0,237.0,LALO,LALO,0.9999
235.5,238.5,LALO,LALO,0.9993
237.0,240.0,LALO,LALO,0.9959
244.5,247.5,LALO,LALO,0.5816
244.5,247.5,WCSP,WCSP,0.1342
244.5,247.5,SNBU,SNBU,0.1157
246.0,249.0,LALO,LALO,0.3515
246.0,249.0,SNBU,SNBU,0.2529
247.5,250.5,LALO,LALO,0.1584
247.5,250.5,SNBU,SNBU,0.1149
253.5,256.5,LALO,LALO,0.4218
255.0,258.0,LALO,LALO,0.9997
256.5,259.5,LALO,LALO,0.9980
258.0,261.0,LALO,LALO,0.9952
264.0,267.0,BBPL,BBPL,0.1236
265.5,268.5,LALO,LALO,0.5206
267.0,270.0,LALO,LALO,0.1482
274.5,277.5,SAVS,SAVS,0.1869
276.0,279.0,LALO,LALO,0.5083
276.0,279.0,SNBU,SNBU,0.3589
277.5,280.5,LALO,LALO,0.9097
279.0,282.0,LALO,LALO,0.6937
283.5,286.5,phalarope,phalarope,0.1169
285.0,288.0,phalarope,phalarope,0.1387
285.0,288.0,LALO,LALO,0.1380
286.5,289.5,LBDO,LBDO,0.1385
286.5,289.5,LALO,LALO,0.1383
288.0,291.0,BBPL,BBPL,0.1250
292.5,295.5,LALO,LALO,0.1431
297.0,300.0,BBPL,BBPL,0.1149
