Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,LALO,LALO,0.1068
4.5,7.5,LALO,LALO,0.1135
13.5,16.5,ATSP,ATSP,0.2984
15.0,18.0,RTLO,fc,0.3204
18.0,21.0,WIPT,WIPT,0.1850
19.5,22.5,WIPT,WIPT,0.1156
40.5,43.5,WIPT,WIPT,0.1950
42.0,45.0,WIPT,WIPT,0.2614
43.5,46.5,WIPT,WIPT,0.2060
49.5,52.5,LALO,LALO,0.1846
51.0,54.0,LALO,LALO,0.1751
57.0,60.0,RTLO,RTLO,0.1186
60.0,63.0,BBPL,BBPL,0.1726
60.0,63.0,unkMF,unkMF,0.1048
61.5,64.5,WIPT,WIPT,0.2291
63.0,66.0,WIPT,WIPT,0.9997
64.5,67.5,WIPT,WIPT,1.0000
66.0,69.0,WIPT,WIPT,0.9999
67.5,70.5,LALO,LALO,0.1045
69.0,72.0,RTLO,RTLO,0.1360
70.5,73.5,RTLO,fc,0.2020
70.5,73.5,PALO,PALO,0.1674
70.5,73.5,RTLO,RTLO,0.1512
75.0,78.0,WIPT,WIPT,0.1143
76.5,79.5,unkMF,unkMF,0.1110
79.5,82.5,WIPT,WIPT,0.9478
81.0,84.0,WIPT,WIPT,0.8949
82.5,85.5,WIPT,WIPT,0.9995
84.0,87.0,WIPT,WIPT,0.9775
85.5,88.5,RTLO,RTLO,0.1102
87.0,90.0,RTLO,RTLO,0.1188
93.0,96.0,unkMF,unkMF,0.1422
94.5,97.5,BBPL,BBPL,0.1555
103.5,106.5,PALO,PALO,0.1814
105.0,108.0,LALO,LALO,0.1818
106.5,109.5,unkMF,unkMF,0.1516
106.5,109.5,LALO,LALO,0.1496
108.0,111.0,LALO,LALO,0.1967
109.5,112.5,unkMF,unkMF,0.5125
111.0,114.0,LALO,LALO,0.2252
112.5,115.5,unkMF,unkMF,0.2685
112.5,115.5,LALO,LALO,0.2385
114.0,117.0,LALO,LALO,0.1631
115.5,118.5,LALO,LALO,0.7343
117.0,120.0,LALO,LALO,0.6302
118.5,121.5,LALO,LALO,0.3260
120.0,123.0,LALO,LALO,0.8377
123.0,126.0,SAVS,SAVS,0.2875
123.0,126.0,LALO,LALO,0.2183
123.0,126.0,WCSP,WCSP,0.1026
124.5,127.5,LALO,LALO,0.9950
126.0,129.0,LALO,LALO,0.9590
127.5,130.5,LALO,LALO,0.6399
129.0,132.0,WIPT,WIPT,0.1685
129.0,132.0,unkMF,unkMF,0.1012
133.5,136.5,LALO,LALO,0.2531
133.5,136.5,SNBU,SNBU,0.2159
135.0,138.0,LALO,LALO,0.4114
135.0,138.0,SNBU,SNBU,0.2204
136.5,139.5,LALO,LALO,0.1686
136.5,139.5,unkMF,unkMF,0.1288
138.0,141.0,WIPT,WIPT,0.5532
139.5,142.5,WIPT,WIPT,1.0000
141.0,144.0,WIPT,WIPT,1.0000
142.5,145.5,SAVS,SAVS,0.1504
144.0,147.0,LALO,LALO,0.3187
144.0,147.0,SNBU,SNBU,0.1417
145.5,148.5,LALO,LALO,0.1443
145.5,148.5,unkMF,unkMF,0.1110
147.0,150.0,LALO,LALO,0.9287
148.5,151.5,LALO,LALO,0.9971
150.0,153.0,LALO,LALO,0.9915
151.5,154.5,LALO,LALO,0.7074
153.0,156.0,LTDU,LTDU,0.1997
153.0,156.0,BBPL,BBPL,0.1915
153.0,156.0,GWFG,GWFG,0.1736
153.0,156.0,LTJA,LTJA,0.1102
154.5,157.5,LALO,LALO,0.4633
156.0,159.0,LALO,LALO,0.8771
157.5,160.5,LALO,LALO,0.8573
159.0,162.0,LALO,LALO,0.5535
159.0,162.0,GWFG,GWFG,0.1412
160.5,163.5,GWFG,GWFG,0.4840
162.0,165.0,LALO,LALO,0.3589
162.0,165.0,GWFG,GWFG,0.1163
163.5,166.5,LALO,LALO,1.0000
165.0,168.0,LALO,LALO,0.9790
166.5,169.5,LALO,LALO,0.6500
166.5,169.5,SNBU,SNBU,0.1138
168.0,171.0,LALO,LALO,0.4539
169.5,172.5,LALO,LALO,0.4114
169.5,172.5,unkMF,unkMF,0.1201
169.5,172.5,BBPL,BBPL,0.1062
171.0,174.0,unkMF,unkMF,0.4889
171.0,174.0,BBPL,BBPL,0.2771
172.5,175.5,BBPL,BBPL,0.1163
175.5,178.5,LALO,LALO,0.3018
175.5,178.5,AMGP,AMGP,0.1537
177.0,180.0,LALO,LALO,0.8331
178.5,181.5,WIPT,WIPT,0.1823
178.5,181.5,unkMF,unkMF,0.1250
178.5,181.5,LALO,LALO,0.1094
180.0,183.0,WIPT,WIPT,0.1209
184.5,187.5,LALO,LALO,0.1709
184.5,187.5,SAVS,SAVS,0.1228
186.0,189.0,WIPT,WIPT,0.3658
186.0,189.0,LALO,LALO,0.2516
187.5,190.5,LALO,LALO,0.9905
189.0,192.0,LALO,LALO,0.9996
190.5,193.5,LALO,LALO,0.9897
192.0,195.0,LALO,LALO,0.9967
