Start (s),End (s),Scientific name,Common name,Confidence
1.5,4.5,phalarope,phalarope,0.9830
3.0,6.0,phalarope,phalarope,0.7219
7.5,10.5,LALO,LALO,0.1121
7.5,10.5,phalarope,phalarope,0.1020
9.0,12.0,phalarope,phalarope,0.1263
10.5,13.5,phalarope,phalarope,0.1507
12.0,15.0,phalarope,phalarope,0.2155
13.5,16.5,phalarope,phalarope,0.1002
15.0,18.0,RTLO,RTLO,0.1608
34.5,37.5,phalarope,phalarope,0.1102
40.5,43.5,SAVS,SAVS,0.1219
42.0,45.0,WCSP,WCSP,0.1047
43.5,46.5,motor,motor,0.1410
45.0,48.0,motor,motor,0.9958
67.5,70.5,RTLO,RTLO,0.1945
69.0,72.0,RTLO,RTLO,0.1518
70.5,73.5,RTLO,RTLO,0.1444
70.5,73.5,PALO,PALO,0.1111
72.0,75.0,PALO,PALO,0.1667
72.0,75.0,RTLO,RTLO,0.1183
76.5,79.5,RTLO,RTLO,0.1134
78.0,81.0,RTLO,RTLO,0.1182
78.0,81.0,PALO,PALO,0.1023
81.0,84.0,motor,motor,0.1752
84.0,87.0,LALO,LALO,0.1267
87.0,90.0,motor,motor,0.5124
88.5,91.5,motor,motor,0.8415
93.0,96.0,LALO,LALO,0.1424
94.5,97.5,AMGP,AMGP,0.1427
96.0,99.0,AMGP,AMGP,0.8009
97.5,100.5,AMGP,AMGP,0.9607
99.0,102.0,AMGP,AMGP,0.8081
100.5,103.5,AMGP,AMGP,0.8236
102.0,105.0,AMGP,AMGP,0.5061
103.5,106.5,AMGP,AMGP,0.3447
105.0,108.0,DUNL,DUNL,0.6240
106.5,109.5,DUNL,DUNL,0.6187
106.5,109.5,AMGP,AMGP,0.1120
108.0,111.0,AMGP,AMGP,0.4786
109.5,112.5,AMGP,AMGP,0.5352
111.0,114.0,BBPL,BBPL,0.1205
112.5,115.5,AMGP,AMGP,0.4207
112.5,115.5,DUNL,DUNL,0.2857
114.0,117.0,DUNL,DUNL,0.2737
114.0,117.0,AMGP,AMGP,0.1103
115.5,118.5,DUNL,DUNL,0.6757
117.0,120.0,DUNL,DUNL,0.4114
117.0,120.0,STSA,STSA,0.1782
117.0,120.0,AMGP,AMGP,0.1525
118.5,121.5,DUNL,DUNL,0.8570
120.0,123.0,DUNL,DUNL,0.3376
120.0,123.0,AMGP,AMGP,0.3113
120.0,123.0,STSA,STSA,0.2617
121.5,124.5,DUNL,DUNL,0.7290
123.0,126.0,DUNL,DUNL,0.9947
124.5,127.5,DUNL,DUNL,0.9985
126.0,129.0,DUNL,DUNL,0.4934
127.5,130.5,DUNL,DUNL,0.4177
129.0,132.0,DUNL,DUNL,0.4469
130.5,133.5,DUNL,DUNL,0.3979
132.0,135.0,LALO,LALO,0.1772
132.0,135.0,SNBU,SNBU,0.1632
133.5,136.5,SAVS,SAVS,0.1851
135.0,138.0,redpoll,redpoll,0.3226
136.5,139.5,LALO,LALO,0.3970
136.5,139.5,redpoll,redpoll,0.1940
138.0,141.0,LALO,LALO,0.2649
138.0,141.0,redpoll,redpoll,0.1551
138.0,141.0,SNBU,SNBU,0.1294
139.5,142.5,redpoll,redpoll,0.3271
139.5,142.5,phalarope,phalarope,0.2663
139.5,142.5,LALO,LALO,0.2414
141.0,144.0,LALO,LALO,0.1054
151.5,154.5,phalarope,phalarope,0.1089
163.5,166.5,motor,motor,0.1531
165.0,168.0,motor,motor,0.2843
169.5,172.5,AMGP,AMGP,0.1293
171.0,174.0,SESA,SESA,0.1417
171.0,174.0,phalarope,phalarope,0.1026
172.5,175.5,DUNL,DUNL,0.8121
174.0,177.0,DUNL,DUNL,0.8999
175.5,178.5,DUNL,DUNL,0.4413
175.5,178.5,SESA,SESA,0.1176
175.5,178.5,phalarope,phalarope,0.1003
177.0,180.0,phalarope,phalarope,0.2537
178.5,181.5,phalarope,phalarope,0.7025
180.0,183.0,phalarope,phalarope,0.7767
181.5,184.5,phalarope,phalarope,0.9992
183.0,186.0,phalarope,phalarope,0.3243
183.0,186.0,SESA,SESA,0.1120
184.5,187.5,phalarope,phalarope,0.1405
184.5,187.5,LALO,LALO,0.1201
186.0,189.0,LALO,LALO,0.2658
186.0,189.0,phalarope,phalarope,0.1395
186.0,189.0,SNBU,SNBU,0.1144
187.5,190.5,phalarope,phalarope,0.9346
189.0,192.0,phalarope,phalarope,0.9966
190.5,193.5,phalarope,phalarope,0.3985
192.0,195.0,LALO,LALO,0.1895
193.5,196.5,BBPL,BBPL,0.1171
195.0,198.0,phalarope,phalarope,0.1765
196.5,199.5,phalarope,phalarope,0.2673
196.5,199.5,motor,motor,0.1322
196.5,199.5,LBDO,LBDO,0.1153
199.5,202.5,phalarope,phalarope,0.1749
201.0,204.0,SAVS,SAVS,0.1281
201.0,204.0,WCSP,WCSP,0.1207
201.0,204.0,LALO,LALO,0.1002
202.5,205.5,LALO,LALO,0.1289
