Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Rain,Rain,0.8125
1.5,4.5,Rain,Rain,0.9847
3.0,6.0,Rain,Rain,0.9850
4.5,7.5,Rain,Rain,0.9849
6.0,9.0,Rain,Rain,0.5390
7.5,10.5,Rain,Rain,0.4270
9.0,12.0,Rain,Rain,0.3753
10.5,13.5,Rain,Rain,0.2564
12.0,15.0,Rain,Rain,0.8574
13.5,16.5,Rain,Rain,0.9763
15.0,18.0,Rain,Rain,0.9745
16.5,19.5,Rain,Rain,0.9804
18.0,21.0,Rain,Rain,0.3819
19.5,22.5,Rain,Rain,0.9960
21.0,24.0,Rain,Rain,0.9999
22.5,25.5,Rain,Rain,0.9987
24.0,27.0,Rain,Rain,0.9989
25.5,28.5,Rain,Rain,0.9998
27.0,30.0,Rain,Rain,0.7338
28.5,31.5,Rain,Rain,0.9099
30.0,33.0,Rain,Rain,0.6782
31.5,34.5,Rain,Rain,0.7173
33.0,36.0,Rain,Rain,1.0000
34.5,37.5,Rain,Rain,1.0000
36.0,39.0,Rain,Rain,0.9652
37.5,40.5,Rain,Rain,0.9066
39.0,42.0,Rain,Rain,0.6185
40.5,43.5,Rain,Rain,1.0000
42.0,45.0,Rain,Rain,1.0000
43.5,46.5,Rain,Rain,0.9938
45.0,48.0,Rain,Rain,0.9998
46.5,49.5,Rain,Rain,1.0000
48.0,51.0,Rain,Rain,0.9998
49.5,52.5,Rain,Rain,0.9994
51.0,54.0,Rain,Rain,0.9997
52.5,55.5,Rain,Rain,0.6716
54.0,57.0,Rain,Rain,0.9663
55.5,58.5,Rain,Rain,0.9995
57.0,60.0,Rain,Rain,0.9996
58.5,61.5,Rain,Rain,0.9347
60.0,63.0,Rain,Rain,0.9950
61.5,64.5,Rain,Rain,0.9857
63.0,66.0,Rain,Rain,0.7084
64.5,67.5,Rain,Rain,0.2056
67.5,70.5,Rain,Rain,0.7096
69.0,72.0,Rain,Rain,0.9725
70.5,73.5,Rain,Rain,0.9002
72.0,75.0,Rain,Rain,0.7331
73.5,76.5,Rain,Rain,1.0000
75.0,78.0,Rain,Rain,1.0000
76.5,79.5,Rain,Rain,0.9999
78.0,81.0,Rain,Rain,0.9901
79.5,82.5,Rain,Rain,0.1041
81.0,84.0,Rain,Rain,0.3976
82.5,85.5,Rain,Rain,0.5255
84.0,87.0,Rain,Rain,0.1652
87.0,90.0,Rain,Rain,0.1659
88.5,91.5,Rain,Rain,0.1879
91.5,94.5,Rain,Rain,0.2807
93.0,96.0,Rain,Rain,0.8289
94.5,97.5,Rain,Rain,0.1225
100.5,103.5,Rain,Rain,0.2110
102.0,105.0,Rain,Rain,0.9889
103.5,106.5,Rain,Rain,0.9935
105.0,108.0,Rain,Rain,0.9953
106.5,109.5,Rain,Rain,0.9893
108.0,111.0,Rain,Rain,0.4094
109.5,112.5,Rain,Rain,0.9747
111.0,114.0,Rain,Rain,0.9780
112.5,115.5,Rain,Rain,0.9981
114.0,117.0,Rain,Rain,0.8365
115.5,118.5,Rain,Rain,0.6766
117.0,120.0,Rain,Rain,0.4567
121.5,124.5,Rain,Rain,0.8129
123.0,126.0,Rain,Rain,0.9302
124.5,127.5,Rain,Rain,0.9010
126.0,129.0,Rain,Rain,0.3266
127.5,130.5,Rain,Rain,0.1423
129.0,132.0,Rain,Rain,0.2735
130.5,133.5,Rain,Rain,0.1861
132.0,135.0,Rain,Rain,0.2367
133.5,136.5,Rain,Rain,0.4096
142.5,145.5,motor,motor,0.1243
144.0,147.0,Rain,Rain,0.1171
145.5,148.5,Rain,Rain,0.1483
147.0,150.0,LBDO,LBDO,0.1659
148.5,151.5,Rain,Rain,0.1151
150.0,153.0,Rain,Rain,0.1361
154.5,157.5,motor,motor,0.1204
166.5,169.5,Rain,Rain,0.3285
166.5,169.5,unkMF,unkMF,0.1307
168.0,171.0,Rain,Rain,0.6193
169.5,172.5,Rain,Rain,1.0000
171.0,174.0,Rain,Rain,0.5342
181.5,184.5,Rain,Rain,0.7692
183.0,186.0,Rain,Rain,0.9607
184.5,187.5,Rain,Rain,0.1841
186.0,189.0,Rain,Rain,0.1644
187.5,190.5,Rain,Rain,0.3491
189.0,192.0,Rain,Rain,0.3498
189.0,192.0,motor,motor,0.1548
190.5,193.5,motor,motor,0.1093
192.0,195.0,motor,motor,0.1370
195.0,198.0,Rain,Rain,0.2057
196.5,199.5,Rain,Rain,0.6443
198.0,201.0,Rain,Rain,0.3607
201.0,204.0,LALO,LALO,0.1989
201.0,204.0,AMGP,AMGP,0.1627
205.5,208.5,Rain,Rain,0.1238
207.0,210.0,Rain,Rain,0.5861
208.5,211.5,Rain,Rain,0.4969
219.0,222.0,Rain,Rain,0.2791
226.5,229.5,Rain,Rain,0.3283
228.0,231.0,unkMF,unkMF,0.1510
229.5,232.5,Rain,Rain,0.5611
231.0,234.0,unkMF,unkMF,0.1653
232.5,235.5,SAVS,SAVS,0.3461
232.5,235.5,LALO,LALO,0.1681
234.0,237.0,SAVS,SAVS,0.1694
234.0,237.0,LALO,LALO,0.1223
235.5,238.5,SAVS,SAVS,0.2080
237.0,240.0,Rain,Rain,0.4265
238.5,241.5,Rain,Rain,0.6582
240.0,243.0,Rain,Rain,0.2263
252.0,255.0,Rain,Rain,0.1643
253.5,256.5,Rain,Rain,0.9944
255.0,258.0,Rain,Rain,0.9973
256.5,259.5,Rain,Rain,0.9153
258.0,261.0,Rain,Rain,0.4708
259.5,262.5,Rain,Rain,0.3202
261.0,264.0,Rain,Rain,0.3963
262.5,265.5,Rain,Rain,0.2966
264.0,267.0,Rain,Rain,0.1743
265.5,268.5,Rain,Rain,0.7838
267.0,270.0,Rain,Rain,0.5722
268.5,271.5,Rain,Rain,0.9475
270.0,273.0,Rain,Rain,0.9986
271.5,274.5,Rain,Rain,0.8218
273.0,276.0,Rain,Rain,0.9934
274.5,277.5,Rain,Rain,0.5053
276.0,279.0,Rain,Rain,0.5505
277.5,280.5,Rain,Rain,0.9995
279.0,282.0,Rain,Rain,0.9106
283.5,286.5,Rain,Rain,0.2678
285.0,288.0,Rain,Rain,0.9035
286.5,289.5,Rain,Rain,0.9902
288.0,291.0,Rain,Rain,0.9890
289.5,292.5,Rain,Rain,0.8913
291.0,294.0,Rain,Rain,0.2193
298.5,301.5,Rain,Rain,0.9983
