Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,RTLO,RTLO,0.1568
3.0,6.0,RTLO,RTLO,0.1326
4.5,7.5,LALO,LALO,0.1211
6.0,9.0,RTLO,RTLO,0.1590
7.5,10.5,RTLO,RTLO,0.1368
9.0,12.0,RTLO,RTLO,0.1336
10.5,13.5,RTLO,RTLO,0.1108
19.5,22.5,RTLO,RTLO,0.1531
21.0,24.0,RTLO,RTLO,0.1594
21.0,24.0,PALO,PALO,0.1120
22.5,25.5,RTLO,RTLO,0.1165
24.0,27.0,RTLO,RTLO,0.1289
25.5,28.5,WIPT,WIPT,0.7280
27.0,30.0,WIPT,WIPT,0.4648
28.5,31.5,RTLO,RTLO,0.1304
30.0,33.0,RTLO,RTLO,0.1726
33.0,36.0,RTLO,RTLO,0.1160
34.5,37.5,RTLO,RTLO,0.1204
34.5,37.5,SMLO,SMLO,0.1174
34.5,37.5,redpoll,redpoll,0.1133
39.0,42.0,RTLO,RTLO,0.1471
40.5,43.5,RTLO,RTLO,0.1180
42.0,45.0,RTLO,RTLO,0.1784
51.0,54.0,RTLO,RTLO,0.1095
55.5,58.5,RTLO,RTLO,0.1507
60.0,63.0,RTLO,RTLO,0.1060
66.0,69.0,RTLO,RTLO,0.1639
67.5,70.5,RTLO,RTLO,0.1034
69.0,72.0,RTLO,RTLO,0.1119
70.5,73.5,RTLO,RTLO,0.1808
73.5,76.5,RTLO,RTLO,0.1510
75.0,78.0,RTLO,RTLO,0.1022
76.5,79.5,RTLO,RTLO,0.1104
81.0,84.0,RTLO,RTLO,0.1104
82.5,85.5,RTLO,RTLO,0.2035
84.0,87.0,RTLO,RTLO,0.1494
85.5,88.5,RTLO,RTLO,0.1108
87.0,90.0,RTLO,RTLO,0.1044
88.5,91.5,RTLO,RTLO,0.2345
90.0,93.0,RTLO,RTLO,0.1258
94.5,97.5,RTLO,RTLO,0.1276
100.5,103.5,unkMF,unkMF,0.1532
102.0,105.0,unkMF,unkMF,0.1527
105.0,108.0,WIPT,WIPT,0.6846
106.5,109.5,WIPT,WIPT,0.5540
114.0,117.0,RTLO,RTLO,0.1620
115.5,118.5,RTLO,RTLO,0.1795
117.0,120.0,RTLO,RTLO,0.1075
118.5,121.5,RTLO,RTLO,0.1213
121.5,124.5,LALO,LALO,0.1051
129.0,132.0,RTLO,RTLO,0.1092
130.5,133.5,RTLO,RTLO,0.1300
133.5,136.5,LALO,LALO,0.1093
136.5,139.5,RTLO,RTLO,0.1818
138.0,141.0,RTLO,RTLO,0.1101
141.0,144.0,RTLO,RTLO,0.1225
145.5,148.5,RTLO,RTLO,0.1359
147.0,150.0,LALO,LALO,0.1556
147.0,150.0,RTLO,RTLO,0.1083
151.5,154.5,RTLO,RTLO,0.1791
153.0,156.0,RTLO,RTLO,0.1145
156.0,159.0,RTLO,RTLO,0.1577
160.5,163.5,RTLO,RTLO,0.1021
162.0,165.0,RTLO,RTLO,0.1490
165.0,168.0,RTLO,RTLO,0.1231
166.5,169.5,RTLO,RTLO,0.1008
169.5,172.5,redpoll,redpoll,0.1234
169.5,172.5,RTLO,RTLO,0.1159
171.0,174.0,RTLO,RTLO,0.1568
172.5,175.5,RTLO,RTLO,0.1112
172.5,175.5,redpoll,redpoll,0.1020
177.0,180.0,RTLO,RTLO,0.1261
178.5,181.5,RTLO,RTLO,0.1439
180.0,183.0,RTLO,RTLO,0.1989
184.5,187.5,RTLO,RTLO,0.1201
187.5,190.5,RTLO,RTLO,0.1893
190.5,193.5,RTLO,RTLO,0.1465
192.0,195.0,RTLO,RTLO,0.1449
193.5,196.5,RTLO,RTLO,0.1336
195.0,198.0,RTLO,RTLO,0.1091
199.5,202.5,RTLO,RTLO,0.1388
205.5,208.5,RTLO,RTLO,0.1495
207.0,210.0,RTLO,RTLO,0.1890
213.0,216.0,LALO,LALO,0.1417
219.0,222.0,LALO,LALO,0.1056
222.0,225.0,RTLO,RTLO,0.1709
223.5,226.5,RTLO,RTLO,0.1403
225.0,228.0,RTLO,RTLO,0.1272
228.0,231.0,RTLO,RTLO,0.1086
237.0,240.0,RTLO,RTLO,0.2112
240.0,243.0,RTLO,RTLO,0.1538
244.5,247.5,RTLO,RTLO,0.1389
246.0,249.0,RTLO,RTLO,0.1004
247.5,250.5,RTLO,RTLO,0.1725
249.0,252.0,RTLO,RTLO,0.1488
250.5,253.5,RTLO,RTLO,0.1871
253.5,256.5,unkMF,unkMF,0.1132
255.0,258.0,RTLO,RTLO,0.1017
258.0,261.0,unkMF,unkMF,0.1286
258.0,261.0,BBPL,BBPL,0.1070
262.5,265.5,LALO,LALO,0.1004
264.0,267.0,RTLO,RTLO,0.1062
267.0,270.0,RTLO,RTLO,0.1628
268.5,271.5,RTLO,RTLO,0.1057
270.0,273.0,unkMF,unkMF,0.1014
276.0,279.0,RTLO,RTLO,0.1324
279.0,282.0,RTLO,RTLO,0.1534
282.0,285.0,RTLO,RTLO,0.1581
283.5,286.5,RTLO,RTLO,0.2254
289.5,292.5,RTLO,RTLO,0.1256
291.0,294.0,RTLO,RTLO,0.1261
291.0,294.0,redpoll,redpoll,0.1118
