Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,GWFG,GWFG,0.4052
0,3.0,LTJA,LTJA,0.1876
1.5,4.5,LTJA,LTJA,0.9992
3.0,6.0,LTJA,LTJA,1.0000
4.5,7.5,LTJA,LTJA,0.9999
6.0,9.0,GWFG,GWFG,0.5099
7.5,10.5,RTLO,fc,0.3511
7.5,10.5,GWFG,GWFG,0.3181
9.0,12.0,RTLO,fc,0.2398
9.0,12.0,motor,motor,0.1964
10.5,13.5,YBLO,YBLO,0.3428
12.0,15.0,GWFG,GWFG,0.8888
13.5,16.5,GWFG,GWFG,0.8326
13.5,16.5,RTLO,fc,0.1915
15.0,18.0,GWFG,GWFG,0.3894
15.0,18.0,LTDU,LTDU,0.1297
16.5,19.5,GWFG,GWFG,0.2488
58.5,61.5,motor,motor,0.1241
75.0,78.0,BBPL,BBPL,0.1335
85.5,88.5,motor,motor,0.3147
87.0,90.0,motor,motor,0.3108
91.5,94.5,motor,motor,0.3061
115.5,118.5,BBPL,BBPL,0.1780
117.0,120.0,BBPL,BBPL,0.1736
127.5,130.5,BBPL,BBPL,0.1846
129.0,132.0,BBPL,BBPL,0.1778
130.5,133.5,BBPL,BBPL,0.2526
132.0,135.0,BBPL,BBPL,0.2957
144.0,147.0,BBPL,BBPL,0.3619
144.0,147.0,motor,motor,0.2573
145.5,148.5,motor,motor,0.3178
145.5,148.5,BBPL,BBPL,0.2565
150.0,153.0,motor,motor,0.1201
151.5,154.5,BBPL,BBPL,0.1657
153.0,156.0,BBPL,BBPL,0.2813
154.5,157.5,BBPL,BBPL,0.1633
157.5,160.5,BBPL,BBPL,0.1034
159.0,162.0,BBPL,BBPL,0.1341
160.5,163.5,BBPL,BBPL,0.1034
163.5,166.5,BBPL,BBPL,0.4385
165.0,168.0,BBPL,BBPL,0.8302
177.0,180.0,BBPL,BBPL,0.3240
178.5,181.5,BBPL,BBPL,0.6376
184.5,187.5,BBPL,BBPL,0.1359
189.0,192.0,BBPL,BBPL,0.5411
190.5,193.5,BBPL,BBPL,0.4297
193.5,196.5,BBPL,BBPL,0.1192
195.0,198.0,BBPL,BBPL,0.2003
201.0,204.0,RTLO,RTLO,0.1314
201.0,204.0,motor,motor,0.1102
208.5,211.5,BBPL,BBPL,0.1348
211.5,214.5,BBPL,BBPL,0.1192
213.0,216.0,BBPL,BBPL,0.4169
214.5,217.5,BBPL,BBPL,0.8516
216.0,219.0,BBPL,BBPL,0.9532
217.5,220.5,BBPL,BBPL,0.9249
219.0,222.0,BBPL,BBPL,0.9034
220.5,223.5,BBPL,BBPL,0.8323
222.0,225.0,BBPL,BBPL,0.4358
222.0,225.0,PALO,PALO,0.1353
223.5,226.5,BBPL,BBPL,0.8222
225.0,228.0,STSA,STSA,0.4324
225.0,228.0,BBPL,BBPL,0.2355
226.5,229.5,BBPL,BBPL,0.1819
228.0,231.0,BBPL,BBPL,0.6922
228.0,231.0,PALO,PALO,0.1141
229.5,232.5,STSA,STSA,0.4755
229.5,232.5,BBPL,BBPL,0.4293
231.0,234.0,BBPL,BBPL,0.9329
232.5,235.5,BBPL,BBPL,0.7018
234.0,237.0,BBPL,BBPL,0.5898
234.0,237.0,PALO,PALO,0.1769
235.5,238.5,BBPL,BBPL,0.9889
237.0,240.0,BBPL,BBPL,0.9991
238.5,241.5,BBPL,BBPL,0.9028
240.0,243.0,BBPL,BBPL,0.3739
241.5,244.5,BBPL,BBPL,0.9989
243.0,246.0,BBPL,BBPL,0.9838
244.5,247.5,BBPL,BBPL,0.7392
246.0,249.0,BBPL,BBPL,0.9945
247.5,250.5,BBPL,BBPL,0.9934
249.0,252.0,BBPL,BBPL,0.8793
250.5,253.5,BBPL,BBPL,0.7059
252.0,255.0,BBPL,BBPL,0.1469
253.5,256.5,BBPL,BBPL,0.1765
253.5,256.5,PALO,PALO,0.1117
255.0,258.0,BBPL,BBPL,0.4209
259.5,262.5,BBPL,BBPL,0.1356
261.0,264.0,BBPL,BBPL,0.5679
262.5,265.5,BBPL,BBPL,0.6373
262.5,265.5,RTLO,RTLO,0.1216
267.0,270.0,BBPL,BBPL,0.1278
268.5,271.5,BBPL,BBPL,0.1210
270.0,273.0,BBPL,BBPL,0.1276
280.5,283.5,BBPL,BBPL,0.7353
282.0,285.0,BBPL,BBPL,0.1225
282.0,285.0,RTLO,RTLO,0.1130
283.5,286.5,BBPL,BBPL,0.1499
294.0,297.0,BBPL,BBPL,0.1577
297.0,300.0,BBPL,BBPL,0.1378
