Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Rain,Rain,0.1028
19.5,22.5,Rain,Rain,0.1528
21.0,24.0,Rain,Rain,0.1119
48.0,51.0,Rain,Rain,0.1784
49.5,52.5,Rain,Rain,0.1542
54.0,57.0,Rain,Rain,0.2204
63.0,66.0,BBPL,BBPL,0.1159
64.5,67.5,Rain,Rain,0.2324
64.5,67.5,motor,motor,0.1090
66.0,69.0,Rain,Rain,0.4094
67.5,70.5,Rain,Rain,0.2893
82.5,85.5,Rain,Rain,0.1173
96.0,99.0,phalarope,phalarope,0.8940
103.5,106.5,motor,motor,0.1037
106.5,109.5,motor,motor,0.1103
108.0,111.0,motor,motor,0.9547
109.5,112.5,motor,motor,0.1012
115.5,118.5,motor,motor,0.2187
115.5,118.5,Rain,Rain,0.1241
117.0,120.0,Rain,Rain,0.2425
117.0,120.0,motor,motor,0.1042
129.0,132.0,Rain,Rain,0.1268
130.5,133.5,Rain,Rain,0.1333
141.0,144.0,motor,motor,0.1495
142.5,145.5,motor,motor,0.4034
142.5,145.5,WIPT,WIPT,0.1136
144.0,147.0,Rain,Rain,0.1255
145.5,148.5,motor,motor,0.4630
147.0,150.0,motor,motor,0.3048
186.0,189.0,motor,motor,0.1126
216.0,219.0,Rain,Rain,0.1180
217.5,220.5,Rain,Rain,0.1051
219.0,222.0,Rain,Rain,0.2260
220.5,223.5,Rain,Rain,0.1164
240.0,243.0,Rain,Rain,0.1167
241.5,244.5,Rain,Rain,0.1073
244.5,247.5,WIPT,WIPT,0.4233
244.5,247.5,motor,motor,0.1297
258.0,261.0,Rain,Rain,0.3839
259.5,262.5,Rain,Rain,0.1391
270.0,273.0,Rain,Rain,0.3143
271.5,274.5,Rain,Rain,0.2457
286.5,289.5,Rain,Rain,0.1032
288.0,291.0,BBPL,BBPL,0.1696
288.0,291.0,WIPT,WIPT,0.1675
292.5,295.5,motor,motor,0.1072
298.5,301.5,Rain,Rain,0.1988
