Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,GWFG,GWFG,0.2730
4.5,7.5,GWFG,GWFG,0.5514
10.5,13.5,BBPL,BBPL,0.1150
12.0,15.0,BBPL,BBPL,0.1036
12.0,15.0,GWFG,GWFG,0.1007
15.0,18.0,BBPL,BBPL,0.1053
18.0,21.0,LALO,LALO,0.1175
22.5,25.5,BBPL,BBPL,0.1091
25.5,28.5,BBPL,BBPL,0.1146
33.0,36.0,WCSP,WCSP,0.1026
51.0,54.0,GWFG,GWFG,0.1051
72.0,75.0,WIPT,WIPT,0.2989
73.5,76.5,WIPT,WIPT,0.1159
81.0,84.0,SAVS,SAVS,0.3136
82.5,85.5,WIPT,WIPT,0.9754
84.0,87.0,WIPT,WIPT,0.9969
85.5,88.5,WIPT,WIPT,0.9997
112.5,115.5,WIPT,WIPT,0.9982
114.0,117.0,WIPT,WIPT,0.9253
145.5,148.5,BBPL,BBPL,0.1026
165.0,168.0,BBPL,BBPL,0.1777
166.5,169.5,BBPL,BBPL,0.1461
214.5,217.5,insect,insect,0.4103
252.0,255.0,WIPT,WIPT,0.9991
253.5,256.5,WIPT,WIPT,0.9828
297.0,300.0,WIPT,WIPT,0.9944
298.5,301.5,WIPT,WIPT,0.9700
