Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Rain,Rain,0.9970
1.5,4.5,Rain,Rain,0.5402
4.5,7.5,Rain,Rain,0.5842
6.0,9.0,Rain,Rain,0.8521
7.5,10.5,Rain,Rain,0.8415
9.0,12.0,Rain,Rain,0.7026
10.5,13.5,Rain,Rain,0.6583
12.0,15.0,Rain,Rain,0.9969
13.5,16.5,Rain,Rain,0.7644
15.0,18.0,Rain,Rain,0.9998
16.5,19.5,Rain,Rain,0.4432
18.0,21.0,Rain,Rain,0.2275
19.5,22.5,Rain,Rain,0.2004
21.0,24.0,Rain,Rain,0.1946
22.5,25.5,Rain,Rain,0.9979
24.0,27.0,Rain,Rain,0.9317
25.5,28.5,Rain,Rain,0.9994
27.0,30.0,Rain,Rain,0.9978
28.5,31.5,Rain,Rain,0.9997
30.0,33.0,Rain,Rain,0.9991
31.5,34.5,Rain,Rain,0.9889
33.0,36.0,Rain,Rain,1.0000
34.5,37.5,Rain,Rain,0.9997
36.0,39.0,Rain,Rain,0.9967
37.5,40.5,Rain,Rain,0.9640
39.0,42.0,Rain,Rain,0.9916
40.5,43.5,Rain,Rain,0.9995
42.0,45.0,Rain,Rain,0.9990
43.5,46.5,Rain,Rain,1.0000
45.0,48.0,Rain,Rain,1.0000
46.5,49.5,Rain,Rain,0.9946
48.0,51.0,Rain,Rain,0.6973
49.5,52.5,Rain,Rain,0.8739
51.0,54.0,Rain,Rain,0.8519
52.5,55.5,Rain,Rain,0.6764
54.0,57.0,Rain,Rain,0.9999
55.5,58.5,Rain,Rain,1.0000
57.0,60.0,Rain,Rain,0.4070
58.5,61.5,Rain,Rain,0.1470
60.0,63.0,Rain,Rain,0.9340
61.5,64.5,Rain,Rain,0.9968
63.0,66.0,Rain,Rain,0.9169
64.5,67.5,Rain,Rain,0.9937
66.0,69.0,Rain,Rain,0.9999
67.5,70.5,Rain,Rain,0.8793
69.0,72.0,Rain,Rain,0.9838
70.5,73.5,Rain,Rain,0.8114
72.0,75.0,Rain,Rain,0.1930
73.5,76.5,Rain,Rain,0.9443
75.0,78.0,Rain,Rain,0.9803
76.5,79.5,Rain,Rain,0.9865
78.0,81.0,Rain,Rain,0.9633
79.5,82.5,Rain,Rain,0.9581
81.0,84.0,Rain,Rain,0.5305
82.5,85.5,Rain,Rain,0.9939
84.0,87.0,Rain,Rain,0.9979
85.5,88.5,Rain,Rain,0.9912
87.0,90.0,Rain,Rain,1.0000
88.5,91.5,Rain,Rain,0.9929
90.0,93.0,Rain,Rain,1.0000
91.5,94.5,Rain,Rain,0.9992
93.0,96.0,Rain,Rain,0.9473
94.5,97.5,Rain,Rain,0.9799
96.0,99.0,Rain,Rain,0.9693
97.5,100.5,Rain,Rain,0.7793
99.0,102.0,Rain,Rain,0.8584
100.5,103.5,Rain,Rain,0.7727
102.0,105.0,Rain,Rain,0.9931
103.5,106.5,Rain,Rain,0.9860
105.0,108.0,Rain,Rain,0.9031
106.5,109.5,Rain,Rain,1.0000
108.0,111.0,Rain,Rain,0.9751
109.5,112.5,Rain,Rain,0.9798
111.0,114.0,Rain,Rain,1.0000
112.5,115.5,Rain,Rain,1.0000
114.0,117.0,Rain,Rain,1.0000
115.5,118.5,Rain,Rain,1.0000
117.0,120.0,Rain,Rain,0.9876
118.5,121.5,Rain,Rain,0.8483
120.0,123.0,Rain,Rain,1.0000
121.5,124.5,Rain,Rain,0.9999
123.0,126.0,Rain,Rain,0.9998
124.5,127.5,Rain,Rain,0.9952
126.0,129.0,Rain,Rain,0.9867
127.5,130.5,Rain,Rain,0.9950
129.0,132.0,Rain,Rain,0.9691
130.5,133.5,Rain,Rain,0.9848
132.0,135.0,Rain,Rain,0.9974
133.5,136.5,Rain,Rain,0.8237
135.0,138.0,Rain,Rain,0.9994
136.5,139.5,Rain,Rain,1.0000
138.0,141.0,Rain,Rain,0.6077
139.5,142.5,Rain,Rain,0.8716
141.0,144.0,Rain,Rain,0.9852
142.5,145.5,Rain,Rain,0.9340
144.0,147.0,Rain,Rain,0.9965
145.5,148.5,Rain,Rain,0.7120
147.0,150.0,Rain,Rain,0.5187
148.5,151.5,Rain,Rain,0.9907
150.0,153.0,Rain,Rain,0.6553
153.0,156.0,Rain,Rain,0.1690
154.5,157.5,Rain,Rain,0.9980
156.0,159.0,Rain,Rain,0.9405
157.5,160.5,Rain,Rain,0.3507
159.0,162.0,Rain,Rain,0.9999
160.5,163.5,Rain,Rain,1.0000
162.0,165.0,Rain,Rain,1.0000
163.5,166.5,Rain,Rain,0.6957
166.5,169.5,Rain,Rain,0.3241
168.0,171.0,Rain,Rain,0.9969
169.5,172.5,Rain,Rain,0.9999
171.0,174.0,Rain,Rain,0.9999
172.5,175.5,Rain,Rain,0.9997
174.0,177.0,Rain,Rain,0.9644
175.5,178.5,Rain,Rain,0.9703
177.0,180.0,Rain,Rain,1.0000
178.5,181.5,Rain,Rain,1.0000
180.0,183.0,Rain,Rain,0.9990
181.5,184.5,Rain,Rain,0.8746
183.0,186.0,Rain,Rain,0.7933
184.5,187.5,Rain,Rain,0.9892
186.0,189.0,Rain,Rain,0.9997
187.5,190.5,Rain,Rain,0.9985
189.0,192.0,Rain,Rain,0.1283
192.0,195.0,Rain,Rain,0.1421
193.5,196.5,Rain,Rain,0.6165
195.0,198.0,Rain,Rain,0.5881
196.5,199.5,Rain,Rain,0.5949
198.0,201.0,Rain,Rain,0.1481
198.0,201.0,unkMF,unkMF,0.1141
199.5,202.5,Rain,Rain,0.2121
201.0,204.0,Rain,Rain,0.9631
202.5,205.5,Rain,Rain,0.9459
204.0,207.0,Rain,Rain,1.0000
205.5,208.5,Rain,Rain,0.9995
207.0,210.0,Rain,Rain,0.8177
208.5,211.5,Rain,Rain,0.2864
210.0,213.0,Rain,Rain,0.9699
211.5,214.5,Rain,Rain,0.6850
213.0,216.0,LALO,LALO,0.1118
214.5,217.5,unkHF,unkHF,0.1533
217.5,220.5,unkMF,unkMF,0.8407
220.5,223.5,Rain,Rain,0.4740
222.0,225.0,Rain,Rain,0.2227
223.5,226.5,Rain,Rain,0.8183
225.0,228.0,Rain,Rain,0.2502
228.0,231.0,unkMF,unkMF,0.8557
229.5,232.5,unkMF,unkMF,0.9732
231.0,234.0,Rain,Rain,0.2159
232.5,235.5,Rain,Rain,0.1197
235.5,238.5,Rain,Rain,0.4794
237.0,240.0,Rain,Rain,1.0000
238.5,241.5,Rain,Rain,0.8499
240.0,243.0,Rain,Rain,0.7696
241.5,244.5,Rain,Rain,0.9984
243.0,246.0,Rain,Rain,0.7532
244.5,247.5,Rain,Rain,0.6159
246.0,249.0,Rain,Rain,0.9145
247.5,250.5,Rain,Rain,0.8865
249.0,252.0,Rain,Rain,0.9770
250.5,253.5,Rain,Rain,1.0000
252.0,255.0,Rain,Rain,0.9970
253.5,256.5,Rain,Rain,1.0000
255.0,258.0,Rain,Rain,1.0000
256.5,259.5,Rain,Rain,1.0000
259.5,262.5,Rain,Rain,0.6742
261.0,264.0,Rain,Rain,0.6829
262.5,265.5,Rain,Rain,0.9988
264.0,267.0,Rain,Rain,0.9993
265.5,268.5,Rain,Rain,0.9968
267.0,270.0,Rain,Rain,0.5519
268.5,271.5,Rain,Rain,0.1382
270.0,273.0,Rain,Rain,0.9825
271.5,274.5,Rain,Rain,0.9995
273.0,276.0,Rain,Rain,0.7079
274.5,277.5,Rain,Rain,0.4113
