Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,SESA,SESA,0.1344
4.5,7.5,SNBU,SNBU,0.7013
6.0,9.0,LALO,LALO,0.6003
7.5,10.5,motor,motor,0.1513
9.0,12.0,LALO,LALO,0.6918
10.5,13.5,LALO,LALO,0.9684
12.0,15.0,LALO,LALO,0.9917
13.5,16.5,LALO,LALO,0.3584
13.5,16.5,SNBU,SNBU,0.2989
16.5,19.5,motor,motor,0.1529
18.0,21.0,motor,motor,0.1084
19.5,22.5,redpoll,redpoll,0.1005
24.0,27.0,LALO,LALO,0.3958
24.0,27.0,SNBU,SNBU,0.3746
25.5,28.5,SNBU,SNBU,0.5832
27.0,30.0,motor,motor,0.1834
28.5,31.5,motor,motor,0.1011
30.0,33.0,LALO,LALO,0.1164
31.5,34.5,SNBU,SNBU,0.1449
31.5,34.5,LALO,LALO,0.1321
33.0,36.0,SNBU,SNBU,0.3533
36.0,39.0,phalarope,phalarope,0.1010
39.0,42.0,motor,motor,0.1423
40.5,43.5,motor,motor,0.1172
42.0,45.0,SNBU,SNBU,0.1236
45.0,48.0,motor,motor,0.1311
46.5,49.5,motor,motor,0.1197
48.0,51.0,ARFO,ARFO,0.3065
49.5,52.5,ARFO,ARFO,0.1217
51.0,54.0,phalarope,phalarope,0.1451
52.5,55.5,phalarope,phalarope,0.1371
55.5,58.5,ARFO,ARFO,0.1620
55.5,58.5,phalarope,phalarope,0.1429
57.0,60.0,phalarope,phalarope,0.1988
58.5,61.5,phalarope,phalarope,0.1265
60.0,63.0,DUNL,DUNL,0.4399
61.5,64.5,DUNL,DUNL,0.3116
63.0,66.0,motor,motor,0.1497
63.0,66.0,GWFG,GWFG,0.1077
64.5,67.5,motor,motor,0.1182
69.0,72.0,LALO,LALO,0.2583
69.0,72.0,SNBU,SNBU,0.1535
70.5,73.5,LALO,LALO,0.9693
72.0,75.0,LALO,LALO,0.9987
73.5,76.5,LALO,LALO,0.7643
76.5,79.5,RTLO,RTLO,0.7838
78.0,81.0,RTLO,RTLO,0.8954
79.5,82.5,RTLO,RTLO,0.8763
81.0,84.0,RTLO,RTLO,0.1544
81.0,84.0,RTLO,fc,0.1092
82.5,85.5,LALO,LALO,0.6160
82.5,85.5,RTLO,RTLO,0.2445
84.0,87.0,LALO,LALO,0.6895
85.5,88.5,SNBU,SNBU,0.3979
87.0,90.0,redpoll,redpoll,0.1164
90.0,93.0,phalarope,phalarope,0.2639
91.5,94.5,LALO,LALO,0.1745
93.0,96.0,LALO,LALO,0.4073
94.5,97.5,LALO,LALO,0.2467
94.5,97.5,SNBU,SNBU,0.1095
96.0,99.0,LALO,LALO,0.2281
96.0,99.0,SNBU,SNBU,0.1218
