Start (s),End (s),Scientific name,Common name,Confidence
10.5,13.5,phalarope,phalarope,0.1085
15.0,18.0,BBPL,BBPL,0.2074
27.0,30.0,BBPL,BBPL,0.1205
30.0,33.0,phalarope,phalarope,0.1145
33.0,36.0,phalarope,phalarope,0.1091
58.5,61.5,LALO,LALO,0.1061
69.0,72.0,LALO,LALO,0.1132
72.0,75.0,RTLO,RTLO,0.1105
73.5,76.5,RTLO,RTLO,0.1367
79.5,82.5,RTLO,RTLO,0.1762
82.5,85.5,RTLO,RTLO,0.1129
84.0,87.0,RTLO,RTLO,0.1212
85.5,88.5,RTLO,RTLO,0.1001
120.0,123.0,BBPL,BBPL,0.1123
126.0,129.0,phalarope,phalarope,0.2005
147.0,150.0,RTLO,RTLO,0.1617
159.0,162.0,LALO,LALO,0.1284
174.0,177.0,LALO,LALO,0.1137
186.0,189.0,LALO,LALO,0.1007
187.5,190.5,RTLO,RTLO,0.1634
190.5,193.5,RTLO,RTLO,0.1307
192.0,195.0,RTLO,RTLO,0.2022
199.5,202.5,LALO,LALO,0.1050
201.0,204.0,RTLO,RTLO,0.1907
204.0,207.0,RTLO,RTLO,0.1424
211.5,214.5,LALO,LALO,0.1199
217.5,220.5,RTLO,RTLO,0.1202
226.5,229.5,RTLO,RTLO,0.4309
228.0,231.0,LALO,LALO,0.1555
228.0,231.0,unkMF,unkMF,0.1226
229.5,232.5,RTLO,RTLO,0.3586
231.0,234.0,RTLO,RTLO,0.3265
232.5,235.5,RTLO,RTLO,0.8411
238.5,241.5,RTLO,RTLO,0.1111
240.0,243.0,LALO,LALO,0.1007
244.5,247.5,RTLO,RTLO,0.1617
246.0,249.0,RTLO,RTLO,0.1053
247.5,250.5,RTLO,RTLO,0.1392
262.5,265.5,BBPL,BBPL,0.3024
265.5,268.5,STSA,STSA,0.1730
267.0,270.0,STSA,STSA,0.9976
268.5,271.5,STSA,STSA,0.5680
279.0,282.0,PALO,PALO,0.1506
279.0,282.0,WIPT,WIPT,0.1185
280.5,283.5,STSA,STSA,0.2068
280.5,283.5,BBPL,BBPL,0.1682
282.0,285.0,STSA,STSA,0.1345
282.0,285.0,BBPL,BBPL,0.1317
286.5,289.5,WIPT,WIPT,0.1736
297.0,300.0,RTLO,RTLO,0.1201
