Start (s),End (s),Scientific name,Common name,Confidence
1.5,4.5,Rain,Rain,0.2587
3.0,6.0,Rain,Rain,0.1506
4.5,7.5,Rain,Rain,0.1706
6.0,9.0,Rain,Rain,0.1076
9.0,12.0,Rain,Rain,0.1464
10.5,13.5,Rain,Rain,0.1213
12.0,15.0,Rain,Rain,0.3727
13.5,16.5,Rain,Rain,0.6710
15.0,18.0,Rain,Rain,0.3384
16.5,19.5,Rain,Rain,0.5303
18.0,21.0,Rain,Rain,0.2461
19.5,22.5,Rain,Rain,0.3737
21.0,24.0,Rain,Rain,0.1658
22.5,25.5,Rain,Rain,0.3334
27.0,30.0,Rain,Rain,0.2306
28.5,31.5,DUNL,DUNL,0.3003
28.5,31.5,WESA,WESA,0.1058
30.0,33.0,DUNL,DUNL,0.9716
31.5,34.5,DUNL,DUNL,0.9995
33.0,36.0,DUNL,DUNL,0.9990
34.5,37.5,DUNL,DUNL,0.5647
36.0,39.0,STSA,STSA,0.3094
36.0,39.0,DUNL,DUNL,0.2455
37.5,40.5,STSA,STSA,0.4176
39.0,42.0,STSA,STSA,0.1196
40.5,43.5,DUNL,DUNL,0.4882
40.5,43.5,PALO,PALO,0.1360
42.0,45.0,DUNL,DUNL,0.7952
43.5,46.5,DUNL,DUNL,0.2298
45.0,48.0,STSA,STSA,0.3124
46.5,49.5,DUNL,DUNL,0.5606
46.5,49.5,STSA,STSA,0.2684
48.0,51.0,DUNL,DUNL,0.5650
49.5,52.5,STSA,STSA,0.1407
49.5,52.5,DUNL,DUNL,0.1316
51.0,54.0,Rain,Rain,0.2451
52.5,55.5,Rain,Rain,0.5985
54.0,57.0,Rain,Rain,0.5708
55.5,58.5,Rain,Rain,0.8281
57.0,60.0,Rain,Rain,0.7979
58.5,61.5,Rain,Rain,0.7824
63.0,66.0,Rain,Rain,0.3194
64.5,67.5,Rain,Rain,0.4844
66.0,69.0,Rain,Rain,0.3635
67.5,70.5,Rain,Rain,0.4673
69.0,72.0,Rain,Rain,0.5671
70.5,73.5,Rain,Rain,0.3959
72.0,75.0,Rain,Rain,0.3226
73.5,76.5,Rain,Rain,0.2618
75.0,78.0,Rain,Rain,0.1129
76.5,79.5,Rain,Rain,0.2889
78.0,81.0,Rain,Rain,0.3703
81.0,84.0,STSA,STSA,0.2147
82.5,85.5,DUNL,DUNL,0.5454
82.5,85.5,STSA,STSA,0.2296
84.0,87.0,DUNL,DUNL,0.6259
84.0,87.0,STSA,STSA,0.1376
85.5,88.5,STSA,STSA,0.4569
