Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,RTLO,RTLO,0.1632
4.5,7.5,RTLO,RTLO,0.1122
6.0,9.0,unkMF,unkMF,0.1124
6.0,9.0,LALO,LALO,0.1024
12.0,15.0,unkMF,unkMF,0.1054
13.5,16.5,BBPL,BBPL,0.1272
16.5,19.5,RTLO,RTLO,0.1293
18.0,21.0,RTLO,RTLO,0.1952
19.5,22.5,WIPT,WIPT,0.9715
21.0,24.0,WIPT,WIPT,0.9588
22.5,25.5,RTLO,RTLO,0.1612
25.5,28.5,LALO,LALO,0.1097
27.0,30.0,unkMF,unkMF,0.1052
30.0,33.0,RTLO,RTLO,0.1573
34.5,37.5,unkMF,unkMF,0.1044
42.0,45.0,WIPT,WIPT,0.1777
43.5,46.5,unkMF,unkMF,0.1052
46.5,49.5,WIPT,WIPT,0.1371
49.5,52.5,RTLO,RTLO,0.1229
52.5,55.5,unkMF,unkMF,0.1179
54.0,57.0,unkMF,unkMF,0.1654
57.0,60.0,unkMF,unkMF,0.1199
58.5,61.5,unkMF,unkMF,0.1810
60.0,63.0,unkMF,unkMF,0.1802
76.5,79.5,WIPT,WIPT,0.1614
78.0,81.0,RTLO,fc,0.3500
79.5,82.5,RTLO,fc,0.4458
81.0,84.0,WIPT,WIPT,0.2477
82.5,85.5,WIPT,WIPT,0.3817
84.0,87.0,WIPT,WIPT,0.4221
87.0,90.0,LALO,LALO,0.1302
88.5,91.5,RTLO,RTLO,0.1271
91.5,94.5,WIPT,WIPT,0.2214
93.0,96.0,RTLO,RTLO,0.1430
100.5,103.5,WIPT,WIPT,0.5593
102.0,105.0,WIPT,WIPT,0.7093
103.5,106.5,WIPT,WIPT,0.1256
105.0,108.0,RTLO,fc,0.3475
106.5,109.5,WIPT,WIPT,0.8346
108.0,111.0,RTLO,RTLO,0.1368
108.0,111.0,WIPT,WIPT,0.1126
109.5,112.5,unkMF,unkMF,0.1612
111.0,114.0,WIPT,WIPT,0.2099
112.5,115.5,RTLO,RTLO,0.2011
112.5,115.5,WIPT,WIPT,0.1112
112.5,115.5,RTLO,fc,0.1040
118.5,121.5,unkMF,unkMF,0.1315
120.0,123.0,RTLO,RTLO,0.1206
123.0,126.0,LALO,LALO,0.1714
123.0,126.0,unkMF,unkMF,0.1650
124.5,127.5,RTLO,RTLO,0.1674
126.0,129.0,unkMF,unkMF,0.1599
132.0,135.0,WIPT,WIPT,0.9067
133.5,136.5,WIPT,WIPT,0.9991
138.0,141.0,RTLO,RTLO,0.1300
139.5,142.5,RTLO,RTLO,0.1176
147.0,150.0,LALO,LALO,0.1161
148.5,151.5,RTLO,RTLO,0.1441
153.0,156.0,LALO,LALO,0.1182
156.0,159.0,unkMF,unkMF,0.1026
156.0,159.0,LALO,LALO,0.1012
160.5,163.5,RTLO,RTLO,0.1233
162.0,165.0,RTLO,RTLO,0.2337
163.5,166.5,WIPT,WIPT,0.8090
165.0,168.0,WIPT,WIPT,0.9968
166.5,169.5,RTLO,RTLO,0.1285
171.0,174.0,RTLO,RTLO,0.1513
171.0,174.0,unkLF,unkLF,0.1062
178.5,181.5,RTLO,RTLO,0.3427
180.0,183.0,RTLO,RTLO,0.1175
181.5,184.5,redpoll,redpoll,0.1278
183.0,186.0,RTLO,RTLO,0.1504
184.5,187.5,RTLO,RTLO,0.1841
186.0,189.0,RTLO,RTLO,0.1406
187.5,190.5,RTLO,RTLO,0.1218
189.0,192.0,unkMF,unkMF,0.1163
192.0,195.0,unkMF,unkMF,0.1374
193.5,196.5,RTLO,RTLO,0.1690
196.5,199.5,RTLO,RTLO,0.2032
202.5,205.5,unkMF,unkMF,0.1140
204.0,207.0,RTLO,RTLO,0.1167
205.5,208.5,RTLO,RTLO,0.1687
208.5,211.5,WIPT,WIPT,0.3382
210.0,213.0,WIPT,WIPT,0.1884
210.0,213.0,LALO,LALO,0.1603
211.5,214.5,unkMF,unkMF,0.1524
213.0,216.0,WIPT,WIPT,0.1882
213.0,216.0,unkMF,unkMF,0.1074
217.5,220.5,WIPT,WIPT,0.1606
217.5,220.5,RTLO,RTLO,0.1093
217.5,220.5,unkMF,unkMF,0.1049
228.0,231.0,RTLO,RTLO,0.1204
232.5,235.5,LALO,LALO,0.1676
234.0,237.0,RTLO,RTLO,0.1721
235.5,238.5,RTLO,RTLO,0.1092
238.5,241.5,RTLO,RTLO,0.1441
240.0,243.0,RTLO,RTLO,0.1254
246.0,249.0,unkMF,unkMF,0.1285
249.0,252.0,RTLO,RTLO,0.1334
256.5,259.5,unkMF,unkMF,0.1101
258.0,261.0,unkMF,unkMF,0.1345
261.0,264.0,LALO,LALO,0.1026
264.0,267.0,BBPL,BBPL,0.1718
271.5,274.5,unkMF,unkMF,0.1124
271.5,274.5,BBPL,BBPL,0.1047
273.0,276.0,RTLO,RTLO,0.1279
276.0,279.0,RTLO,RTLO,0.1012
288.0,291.0,BBPL,BBPL,0.1863
288.0,291.0,unkMF,unkMF,0.1406
289.5,292.5,unkMF,unkMF,0.1679
291.0,294.0,unkMF,unkMF,0.1171
294.0,297.0,RTLO,RTLO,0.1166
295.5,298.5,RTLO,RTLO,0.1199
