Start (s),End (s),Scientific name,Common name,Confidence
10.5,13.5,phalarope,phalarope,0.1016
12.0,15.0,phalarope,phalarope,0.2511
24.0,27.0,RTLO,fc,0.3382
30.0,33.0,phalarope,phalarope,0.1689
31.5,34.5,phalarope,phalarope,0.1632
36.0,39.0,unkMF,unkMF,0.1195
37.5,40.5,RTLO,RTLO,0.1185
58.5,61.5,RTLO,RTLO,0.1047
60.0,63.0,RTLO,RTLO,0.4578
61.5,64.5,RTLO,RTLO,0.2783
73.5,76.5,RTLO,RTLO,0.1116
75.0,78.0,phalarope,phalarope,0.1002
78.0,81.0,phalarope,phalarope,0.2721
79.5,82.5,phalarope,phalarope,0.2084
87.0,90.0,BARG,BARG,0.1432
93.0,96.0,LALO,LALO,0.1068
94.5,97.5,LALO,LALO,0.1154
97.5,100.5,DUNL,DUNL,0.1988
105.0,108.0,LALO,LALO,0.1050
114.0,117.0,phalarope,phalarope,0.1028
120.0,123.0,unkMF,unkMF,0.1152
123.0,126.0,phalarope,phalarope,0.1627
124.5,127.5,phalarope,phalarope,0.3301
127.5,130.5,phalarope,phalarope,0.2908
129.0,132.0,phalarope,phalarope,0.3759
136.5,139.5,phalarope,phalarope,0.2099
144.0,147.0,phalarope,phalarope,0.1093
147.0,150.0,phalarope,phalarope,0.2419
148.5,151.5,phalarope,phalarope,0.1116
151.5,154.5,phalarope,phalarope,0.1786
153.0,156.0,phalarope,phalarope,0.1498
159.0,162.0,phalarope,phalarope,0.2508
160.5,163.5,phalarope,phalarope,0.1238
165.0,168.0,phalarope,phalarope,0.2361
168.0,171.0,phalarope,phalarope,0.2963
171.0,174.0,LALO,LALO,0.1000
174.0,177.0,phalarope,phalarope,0.1683
175.5,178.5,phalarope,phalarope,0.1502
177.0,180.0,DUNL,DUNL,0.3790
178.5,181.5,DUNL,DUNL,0.1556
178.5,181.5,phalarope,phalarope,0.1239
180.0,183.0,phalarope,phalarope,0.1043
181.5,184.5,STSA,STSA,0.9520
183.0,186.0,STSA,STSA,0.9989
184.5,187.5,phalarope,phalarope,0.3790
186.0,189.0,ATSP,ATSP,0.2875
192.0,195.0,phalarope,phalarope,0.2470
196.5,199.5,phalarope,phalarope,0.1045
199.5,202.5,phalarope,phalarope,0.1653
201.0,204.0,phalarope,phalarope,0.1804
210.0,213.0,PALO,PALO,0.8815
211.5,214.5,PALO,PALO,0.1332
213.0,216.0,unkMF,unkMF,0.2190
214.5,217.5,unkMF,unkMF,0.1339
214.5,217.5,BBPL,BBPL,0.1180
216.0,219.0,STSA,STSA,0.5798
223.5,226.5,unkMF,unkMF,0.1336
225.0,228.0,unkMF,unkMF,0.1940
241.5,244.5,BBPL,BBPL,0.2948
241.5,244.5,STSA,STSA,0.1513
243.0,246.0,BBPL,BBPL,0.3066
243.0,246.0,STSA,STSA,0.1590
244.5,247.5,BBPL,BBPL,0.5873
246.0,249.0,BBPL,BBPL,0.3569
247.5,250.5,BBPL,BBPL,0.3197
247.5,250.5,RTLO,RTLO,0.2200
247.5,250.5,motor,motor,0.1733
249.0,252.0,BBPL,BBPL,0.1652
249.0,252.0,motor,motor,0.1264
250.5,253.5,BBPL,BBPL,0.5639
250.5,253.5,RTLO,RTLO,0.1514
252.0,255.0,BBPL,BBPL,0.3699
253.5,256.5,RTLO,fc,0.1612
255.0,258.0,RTLO,fc,0.2569
258.0,261.0,phalarope,phalarope,0.2426
259.5,262.5,phalarope,phalarope,0.1332
261.0,264.0,WIPT,WIPT,0.1210
264.0,267.0,GWFG,GWFG,0.1406
265.5,268.5,GWFG,GWFG,0.1096
268.5,271.5,phalarope,phalarope,0.2623
280.5,283.5,unkMF,unkMF,0.1325
283.5,286.5,phalarope,phalarope,0.1026
288.0,291.0,phalarope,phalarope,0.2375
289.5,292.5,phalarope,phalarope,0.2491
