Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,RTLO,RTLO,0.1040
1.5,4.5,RTLO,RTLO,0.1248
3.0,6.0,RTLO,RTLO,0.1299
4.5,7.5,RTLO,RTLO,0.1634
6.0,9.0,RTLO,RTLO,0.1405
7.5,10.5,RTLO,RTLO,0.1479
9.0,12.0,RTLO,RTLO,0.1038
12.0,15.0,RTLO,RTLO,0.1150
13.5,16.5,unkMF,unkMF,0.1421
15.0,18.0,WIPT,WIPT,0.1221
18.0,21.0,WIPT,WIPT,0.1811
18.0,21.0,RTLO,RTLO,0.1039
18.0,21.0,motor,motor,0.1038
19.5,22.5,RTLO,RTLO,0.1715
21.0,24.0,RTLO,RTLO,0.1008
22.5,25.5,RTLO,RTLO,0.1120
25.5,28.5,WIPT,WIPT,0.1648
27.0,30.0,WIPT,WIPT,0.1366
27.0,30.0,RTLO,RTLO,0.1002
28.5,31.5,RTLO,RTLO,0.2138
30.0,33.0,RTLO,RTLO,0.1130
31.5,34.5,RTLO,RTLO,0.1014
33.0,36.0,RTLO,RTLO,0.1502
34.5,37.5,RTLO,RTLO,0.1326
36.0,39.0,RTLO,RTLO,0.1149
37.5,40.5,RTLO,RTLO,0.1478
39.0,42.0,RTLO,RTLO,0.1587
40.5,43.5,RTLO,RTLO,0.1813
42.0,45.0,RTLO,RTLO,0.1222
48.0,51.0,RTLO,RTLO,0.1259
49.5,52.5,RTLO,RTLO,0.1150
51.0,54.0,WIPT,WIPT,0.2933
51.0,54.0,RTLO,RTLO,0.1091
52.5,55.5,RTLO,RTLO,0.1968
54.0,57.0,RTLO,RTLO,0.1287
55.5,58.5,RTLO,RTLO,0.1319
57.0,60.0,RTLO,RTLO,0.1029
60.0,63.0,RTLO,RTLO,0.1083
63.0,66.0,RTLO,RTLO,0.1454
64.5,67.5,RTLO,RTLO,0.1454
66.0,69.0,RTLO,RTLO,0.1472
66.0,69.0,unkMF,unkMF,0.1392
67.5,70.5,RTLO,RTLO,0.1657
72.0,75.0,RTLO,RTLO,0.1832
73.5,76.5,RTLO,RTLO,0.1755
79.5,82.5,RTLO,RTLO,0.1026
81.0,84.0,RTLO,RTLO,0.1964
82.5,85.5,RTLO,RTLO,0.1072
85.5,88.5,RTLO,RTLO,0.1731
87.0,90.0,RTLO,RTLO,0.1799
88.5,91.5,RTLO,RTLO,0.1757
90.0,93.0,RTLO,RTLO,0.1151
93.0,96.0,RTLO,RTLO,0.1512
94.5,97.5,PALO,PALO,0.8291
94.5,97.5,RTLO,RTLO,0.2877
96.0,99.0,RTLO,RTLO,0.1701
97.5,100.5,RTLO,RTLO,0.1157
102.0,105.0,RTLO,RTLO,0.2300
103.5,106.5,RTLO,RTLO,0.1278
115.5,118.5,RTLO,RTLO,0.1274
117.0,120.0,RTLO,RTLO,0.2062
118.5,121.5,RTLO,RTLO,0.1749
120.0,123.0,RTLO,RTLO,0.1039
123.0,126.0,RTLO,RTLO,0.1123
126.0,129.0,WIPT,WIPT,0.1019
127.5,130.5,unkMF,unkMF,0.1151
129.0,132.0,RTLO,RTLO,0.1787
135.0,138.0,unkMF,unkMF,0.1849
136.5,139.5,WIPT,WIPT,0.2319
138.0,141.0,WIPT,WIPT,0.7720
139.5,142.5,WIPT,WIPT,0.8026
141.0,144.0,WIPT,WIPT,0.6787
145.5,148.5,RTLO,RTLO,0.1125
147.0,150.0,RTLO,RTLO,0.2112
148.5,151.5,RTLO,RTLO,0.2068
150.0,153.0,unkMF,unkMF,0.1219
153.0,156.0,RTLO,RTLO,0.1233
156.0,159.0,RTLO,RTLO,0.1250
160.5,163.5,RTLO,RTLO,0.1034
163.5,166.5,redpoll,redpoll,0.1674
166.5,169.5,RTLO,RTLO,0.1666
168.0,171.0,RTLO,RTLO,0.1220
169.5,172.5,RTLO,RTLO,0.1366
171.0,174.0,RTLO,RTLO,0.1978
186.0,189.0,RTLO,RTLO,0.1439
187.5,190.5,RTLO,RTLO,0.2270
190.5,193.5,RTLO,RTLO,0.2080
195.0,198.0,RTLO,RTLO,0.2476
199.5,202.5,LTDU,LTDU,0.1475
199.5,202.5,LTJA,LTJA,0.1056
202.5,205.5,RTLO,RTLO,0.1087
205.5,208.5,RTLO,RTLO,0.2117
207.0,210.0,RTLO,RTLO,0.1519
208.5,211.5,RTLO,RTLO,0.1449
210.0,213.0,RTLO,RTLO,0.1873
213.0,216.0,WIPT,WIPT,0.9832
214.5,217.5,WIPT,WIPT,0.8839
216.0,219.0,WIPT,WIPT,0.4233
217.5,220.5,WIPT,WIPT,0.1470
219.0,222.0,WIPT,WIPT,0.1255
220.5,223.5,WIPT,WIPT,0.1697
222.0,225.0,LTDU,LTDU,0.1168
222.0,225.0,RTLO,fc,0.1122
223.5,226.5,RTLO,RTLO,0.1095
225.0,228.0,RTLO,RTLO,0.1172
226.5,229.5,RTLO,RTLO,0.1872
228.0,231.0,unkMF,unkMF,0.1810
229.5,232.5,RTLO,RTLO,0.1518
234.0,237.0,RTLO,RTLO,0.2206
235.5,238.5,RTLO,RTLO,0.1766
237.0,240.0,LALO,LALO,0.1802
237.0,240.0,WIPT,WIPT,0.1377
238.5,241.5,RTLO,RTLO,0.1790
240.0,243.0,unkMF,unkMF,0.1046
243.0,246.0,RTLO,RTLO,0.1384
244.5,247.5,RTLO,RTLO,0.1150
247.5,250.5,WIPT,WIPT,0.2198
247.5,250.5,BBPL,BBPL,0.1110
249.0,252.0,WIPT,WIPT,0.1181
249.0,252.0,RTLO,RTLO,0.1066
250.5,253.5,unkLF,unkLF,0.1175
250.5,253.5,LALO,LALO,0.1168
250.5,253.5,unkMF,unkMF,0.1014
255.0,258.0,RTLO,RTLO,0.1471
256.5,259.5,RTLO,RTLO,0.1786
258.0,261.0,RTLO,RTLO,0.1599
259.5,262.5,RTLO,RTLO,0.1538
259.5,262.5,WIPT,WIPT,0.1400
261.0,264.0,WIPT,WIPT,0.3975
262.5,265.5,WIPT,WIPT,1.0000
264.0,267.0,RTLO,RTLO,0.1391
265.5,268.5,RTLO,RTLO,0.1541
270.0,273.0,RTLO,RTLO,0.1516
271.5,274.5,RTLO,RTLO,0.1508
276.0,279.0,RTLO,RTLO,0.2106
277.5,280.5,RTLO,RTLO,0.1407
277.5,280.5,redpoll,redpoll,0.1389
280.5,283.5,WIPT,WIPT,0.9053
282.0,285.0,WIPT,WIPT,0.8817
283.5,286.5,RTLO,RTLO,0.1253
285.0,288.0,RTLO,RTLO,0.1167
286.5,289.5,RTLO,RTLO,0.1899
288.0,291.0,RTLO,RTLO,0.1456
289.5,292.5,RTLO,RTLO,0.1034
291.0,294.0,RTLO,RTLO,0.5715
292.5,295.5,RTLO,RTLO,0.1950
297.0,300.0,RTLO,RTLO,0.1224
