Start (s),End (s),Scientific name,Common name,Confidence
4.5,7.5,LALO,LALO,0.1026
6.0,9.0,LALO,LALO,0.1760
6.0,9.0,phalarope,phalarope,0.1344
7.5,10.5,LALO,LALO,0.1506
9.0,12.0,LALO,LALO,0.1068
10.5,13.5,LALO,LALO,0.1088
12.0,15.0,LALO,LALO,0.1702
12.0,15.0,redpoll,redpoll,0.1194
13.5,16.5,LALO,LALO,0.1551
13.5,16.5,redpoll,redpoll,0.1088
16.5,19.5,LALO,LALO,0.2073
16.5,19.5,unkMF,unkMF,0.1063
18.0,21.0,LALO,LALO,0.1708
18.0,21.0,unkMF,unkMF,0.1347
19.5,22.5,LALO,LALO,0.2277
24.0,27.0,LALO,LALO,0.3127
25.5,28.5,LALO,LALO,0.1616
25.5,28.5,phalarope,phalarope,0.1487
27.0,30.0,LALO,LALO,0.1948
28.5,31.5,LALO,LALO,0.1267
28.5,31.5,unkMF,unkMF,0.1013
31.5,34.5,LALO,LALO,0.3106
33.0,36.0,LALO,LALO,0.2173
34.5,37.5,LALO,LALO,0.2627
37.5,40.5,LALO,LALO,0.2478
37.5,40.5,SNBU,SNBU,0.1261
39.0,42.0,LALO,LALO,0.1403
39.0,42.0,unkMF,unkMF,0.1164
39.0,42.0,LBDO,LBDO,0.1016
42.0,45.0,LALO,LALO,0.1438
43.5,46.5,phalarope,phalarope,0.8741
45.0,48.0,phalarope,phalarope,0.7224
46.5,49.5,LALO,LALO,0.1808
46.5,49.5,unkMF,unkMF,0.1017
46.5,49.5,SAVS,SAVS,0.1017
48.0,51.0,LALO,LALO,0.1449
48.0,51.0,phalarope,phalarope,0.1091
49.5,52.5,phalarope,phalarope,0.3409
51.0,54.0,phalarope,phalarope,0.2108
55.5,58.5,SAVS,SAVS,0.1811
55.5,58.5,phalarope,phalarope,0.1014
57.0,60.0,phalarope,phalarope,0.9730
64.5,67.5,phalarope,phalarope,0.1895
64.5,67.5,LALO,LALO,0.1447
66.0,69.0,LALO,LALO,0.1276
67.5,70.5,LALO,LALO,0.1710
67.5,70.5,redpoll,redpoll,0.1044
69.0,72.0,phalarope,phalarope,0.9976
70.5,73.5,phalarope,phalarope,0.6770
72.0,75.0,phalarope,phalarope,0.3650
73.5,76.5,LALO,LALO,0.2522
73.5,76.5,phalarope,phalarope,0.2100
73.5,76.5,redpoll,redpoll,0.1662
75.0,78.0,SAVS,SAVS,0.2059
76.5,79.5,LALO,LALO,0.2617
76.5,79.5,SAVS,SAVS,0.1664
76.5,79.5,phalarope,phalarope,0.1420
78.0,81.0,LALO,LALO,0.3197
78.0,81.0,phalarope,phalarope,0.1729
79.5,82.5,LALO,LALO,0.1153
84.0,87.0,RTLO,fc,0.1690
85.5,88.5,PESA,f,0.4674
87.0,90.0,PESA,f,0.3232
87.0,90.0,RTLO,fc,0.1326
91.5,94.5,LALO,LALO,0.1014
94.5,97.5,RTLO,fc,0.2012
94.5,97.5,motor,motor,0.1188
