Start (s),End (s),Scientific name,Common name,Confidence
1.5,4.5,unkMF,unkMF,0.1781
1.5,4.5,LALO,LALO,0.1259
7.5,10.5,phalarope,phalarope,0.1857
9.0,12.0,RTLO,fc,0.1278
10.5,13.5,RTLO,fc,0.2702
12.0,15.0,RTLO,fc,0.3299
25.5,28.5,LALO,LALO,0.1009
27.0,30.0,BBPL,BBPL,0.1761
28.5,31.5,LALO,LALO,0.2237
28.5,31.5,SNBU,SNBU,0.1574
28.5,31.5,BBPL,BBPL,0.1010
30.0,33.0,LALO,LALO,0.9451
31.5,34.5,LALO,LALO,0.3649
31.5,34.5,AMGP,AMGP,0.1623
31.5,34.5,SAVS,SAVS,0.1209
34.5,37.5,WIPT,WIPT,0.1249
36.0,39.0,LALO,LALO,0.5028
36.0,39.0,SNBU,SNBU,0.3048
37.5,40.5,LALO,LALO,0.5751
39.0,42.0,LALO,LALO,0.6144
52.5,55.5,LALO,LALO,0.4435
52.5,55.5,SNBU,SNBU,0.1619
54.0,57.0,SNBU,SNBU,0.4788
54.0,57.0,LALO,LALO,0.2814
66.0,69.0,redpoll,redpoll,0.3740
67.5,70.5,unkMF,unkMF,0.1235
73.5,76.5,RTLO,fc,0.2255
90.0,93.0,BARG,BARG,0.1395
94.5,97.5,phalarope,phalarope,0.1009
103.5,106.5,LALO,LALO,0.2130
105.0,108.0,LALO,LALO,0.1960
114.0,117.0,unkMF,unkMF,0.1193
115.5,118.5,unkMF,unkMF,0.1082
117.0,120.0,WIPT,WIPT,0.1643
121.5,124.5,WIPT,WIPT,0.4976
123.0,126.0,WIPT,WIPT,0.6882
139.5,142.5,phalarope,phalarope,0.1042
153.0,156.0,redpoll,redpoll,0.1107
165.0,168.0,LBDO,LBDO,0.1381
178.5,181.5,PALO,PALO,0.2112
178.5,181.5,GWFG,GWFG,0.1106
178.5,181.5,RTLO,fc,0.1008
180.0,183.0,RTLO,fc,0.2823
181.5,184.5,LBDO,LBDO,0.2012
183.0,186.0,AMGP,AMGP,0.1475
183.0,186.0,LBDO,LBDO,0.1276
184.5,187.5,LBDO,LBDO,0.2919
186.0,189.0,phalarope,phalarope,0.1759
187.5,190.5,phalarope,phalarope,0.1024
195.0,198.0,WIPT,WIPT,0.4241
196.5,199.5,WIPT,WIPT,0.9978
198.0,201.0,WIPT,WIPT,0.8472
201.0,204.0,RTLO,fc,0.1483
202.5,205.5,RTLO,fc,0.1933
207.0,210.0,WIPT,WIPT,0.1131
208.5,211.5,WIPT,WIPT,0.3664
210.0,213.0,WIPT,WIPT,0.2219
226.5,229.5,phalarope,phalarope,0.1719
231.0,234.0,unkMF,unkMF,0.1583
232.5,235.5,LALO,LALO,0.1000
237.0,240.0,RTLO,fc,0.1186
244.5,247.5,phalarope,phalarope,0.1249
247.5,250.5,LESA,LESA,0.1796
247.5,250.5,LALO,LALO,0.1520
249.0,252.0,LESA,LESA,0.4794
261.0,264.0,BARG,BARG,0.1727
262.5,265.5,BARG,BARG,0.1407
270.0,273.0,phalarope,phalarope,0.1141
271.5,274.5,WCSP,WCSP,0.5126
273.0,276.0,SAVS,SAVS,0.3739
273.0,276.0,WCSP,WCSP,0.2410
274.5,277.5,LALO,LALO,0.1152
276.0,279.0,RTLO,fc,0.1550
280.5,283.5,phalarope,phalarope,0.1620
282.0,285.0,phalarope,phalarope,0.1979
286.5,289.5,phalarope,phalarope,0.2385
288.0,291.0,phalarope,phalarope,0.1521
297.0,300.0,phalarope,phalarope,0.1179
