Start (s),End (s),Scientific name,Common name,Confidence
16.5,19.5,motor,motor,0.1717
18.0,21.0,motor,motor,0.1076
30.0,33.0,RTLO,fc,0.1771
33.0,36.0,RTLO,fc,0.1589
36.0,39.0,RTLO,fc,0.1810
37.5,40.5,RTLO,fc,0.2576
39.0,42.0,RTLO,fc,0.1883
40.5,43.5,RTLO,fc,0.1661
43.5,46.5,RTLO,fc,0.1142
45.0,48.0,motor,motor,0.1656
46.5,49.5,RTLO,fc,0.2533
46.5,49.5,phalarope,phalarope,0.1564
48.0,51.0,motor,motor,0.1230
49.5,52.5,RTLO,fc,0.3757
49.5,52.5,GWFG,GWFG,0.1043
51.0,54.0,RTLO,fc,0.5215
52.5,55.5,RTLO,fc,0.3773
55.5,58.5,phalarope,phalarope,0.1081
58.5,61.5,RTLO,fc,0.1877
60.0,63.0,GWFG,GWFG,0.2301
60.0,63.0,RTLO,fc,0.1707
63.0,66.0,RTLO,fc,0.1049
168.0,171.0,motor,motor,0.1389
169.5,172.5,motor,motor,0.1845
238.5,241.5,motor,motor,0.1942
240.0,243.0,RTLO,fc,0.2013
241.5,244.5,RTLO,fc,0.1061
255.0,258.0,motor,motor,0.1607
