Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,BBPL,BBPL,0.1159
3.0,6.0,RTLO,RTLO,0.9990
4.5,7.5,RTLO,RTLO,0.9969
6.0,9.0,BBPL,BBPL,0.1028
10.5,13.5,BBPL,BBPL,0.1384
12.0,15.0,BBPL,BBPL,0.1493
13.5,16.5,BBPL,BBPL,0.1097
16.5,19.5,BBPL,BBPL,0.2594
19.5,22.5,BBPL,BBPL,0.1132
22.5,25.5,BBPL,BBPL,0.1151
28.5,31.5,DUNL,DUNL,0.1283
28.5,31.5,BBPL,BBPL,0.1216
28.5,31.5,STSA,STSA,0.1088
30.0,33.0,BBPL,BBPL,0.1230
33.0,36.0,BBPL,BBPL,0.1482
34.5,37.5,BBPL,BBPL,0.1736
42.0,45.0,BBPL,BBPL,0.1071
48.0,51.0,BBPL,BBPL,0.1074
63.0,66.0,BBPL,BBPL,0.1531
64.5,67.5,BBPL,BBPL,0.1346
67.5,70.5,BBPL,BBPL,0.1011
70.5,73.5,BBPL,BBPL,0.1007
73.5,76.5,LBDO,LBDO,0.1969
75.0,78.0,LBDO,LBDO,0.4223
75.0,78.0,LALO,LALO,0.1130
79.5,82.5,PALO,PALO,0.2312
81.0,84.0,PALO,PALO,1.0000
82.5,85.5,PALO,PALO,1.0000
84.0,87.0,PALO,PALO,0.8830
85.5,88.5,BBPL,BBPL,0.1005
87.0,90.0,BBPL,BBPL,0.1302
88.5,91.5,BBPL,BBPL,0.1065
94.5,97.5,WIPT,WIPT,0.3982
96.0,99.0,WIPT,WIPT,0.7102
97.5,100.5,WIPT,WIPT,0.4081
100.5,103.5,LBDO,LBDO,0.1064
102.0,105.0,WIPT,WIPT,0.1552
102.0,105.0,LBDO,LBDO,0.1536
108.0,111.0,BBPL,BBPL,0.1636
126.0,129.0,BBPL,BBPL,0.1287
129.0,132.0,phalarope,phalarope,0.2026
135.0,138.0,LBDO,LBDO,0.2148
138.0,141.0,BBPL,BBPL,0.1361
142.5,145.5,RTLO,RTLO,0.2832
142.5,145.5,YBLO,YBLO,0.1008
144.0,147.0,RTLO,RTLO,0.3942
144.0,147.0,motor,motor,0.1551
145.5,148.5,motor,motor,0.3700
147.0,150.0,motor,motor,0.2589
147.0,150.0,RTLO,RTLO,0.1136
148.5,151.5,motor,motor,0.1106
156.0,159.0,BBPL,BBPL,0.1343
159.0,162.0,BBPL,BBPL,0.1723
162.0,165.0,BBPL,BBPL,0.1018
174.0,177.0,phalarope,phalarope,0.1008
177.0,180.0,BBPL,BBPL,0.1712
181.5,184.5,RTLO,RTLO,0.1045
183.0,186.0,phalarope,phalarope,0.1061
184.5,187.5,PALO,PALO,0.7110
186.0,189.0,PALO,PALO,1.0000
187.5,190.5,PALO,PALO,0.9994
189.0,192.0,PALO,PALO,0.2071
189.0,192.0,RTLO,fc,0.1084
190.5,193.5,RTLO,RTLO,0.9595
192.0,195.0,RTLO,RTLO,0.3129
192.0,195.0,YBLO,YBLO,0.1618
193.5,196.5,motor,motor,0.1589
193.5,196.5,YBLO,YBLO,0.1324
193.5,196.5,RTLO,RTLO,0.1197
195.0,198.0,YBLO,YBLO,0.1414
195.0,198.0,motor,motor,0.1291
195.0,198.0,RTLO,RTLO,0.1087
196.5,199.5,BBPL,BBPL,0.1769
201.0,204.0,RTLO,RTLO,0.9997
202.5,205.5,RTLO,RTLO,0.7857
204.0,207.0,motor,motor,0.2002
205.5,208.5,RTLO,RTLO,0.1445
207.0,210.0,RTLO,RTLO,0.1325
226.5,229.5,BBPL,BBPL,0.1225
226.5,229.5,motor,motor,0.1007
228.0,231.0,BBPL,BBPL,0.1162
231.0,234.0,BBPL,BBPL,0.1472
235.5,238.5,BBPL,BBPL,0.1127
237.0,240.0,BBPL,BBPL,0.1033
241.5,244.5,BBPL,BBPL,0.1154
243.0,246.0,YBLO,YBLO,0.7378
243.0,246.0,SESA,SESA,0.3291
244.5,247.5,SESA,SESA,0.2521
244.5,247.5,YBLO,YBLO,0.2223
246.0,249.0,GWFG,GWFG,0.1412
247.5,250.5,WIPT,WIPT,0.2139
247.5,250.5,BBPL,BBPL,0.1349
249.0,252.0,BBPL,BBPL,0.1134
252.0,255.0,BBPL,BBPL,0.1091
259.5,262.5,SAVS,SAVS,0.1477
262.5,265.5,BBPL,BBPL,0.1104
264.0,267.0,BBPL,BBPL,0.1199
265.5,268.5,BBPL,BBPL,0.1003
268.5,271.5,BBPL,BBPL,0.1060
271.5,274.5,BBPL,BBPL,0.1031
292.5,295.5,BBPL,BBPL,0.1102
294.0,297.0,BBPL,BBPL,0.1739
