Start (s),End (s),Scientific name,Common name,Confidence
1.5,4.5,unkLF,unkLF,0.1157
4.5,7.5,phalarope,phalarope,0.7804
6.0,9.0,phalarope,phalarope,0.6953
7.5,10.5,phalarope,phalarope,0.1157
9.0,12.0,phalarope,phalarope,0.2436
15.0,18.0,redpoll,redpoll,0.2015
15.0,18.0,LALO,LALO,0.1818
16.5,19.5,phalarope,phalarope,0.2081
19.5,22.5,phalarope,phalarope,0.6927
21.0,24.0,phalarope,phalarope,0.9990
22.5,25.5,phalarope,phalarope,0.4656
24.0,27.0,phalarope,phalarope,1.0000
25.5,28.5,phalarope,phalarope,0.9613
27.0,30.0,phalarope,phalarope,0.9679
28.5,31.5,phalarope,phalarope,0.9988
30.0,33.0,phalarope,phalarope,0.9907
31.5,34.5,phalarope,phalarope,0.9999
33.0,36.0,phalarope,phalarope,0.9955
34.5,37.5,phalarope,phalarope,0.9330
36.0,39.0,phalarope,phalarope,0.7162
37.5,40.5,phalarope,phalarope,0.9815
39.0,42.0,phalarope,phalarope,0.2666
40.5,43.5,phalarope,phalarope,0.7898
42.0,45.0,phalarope,phalarope,0.3532
43.5,46.5,phalarope,phalarope,0.4592
45.0,48.0,phalarope,phalarope,0.4003
46.5,49.5,phalarope,phalarope,0.9710
48.0,51.0,phalarope,phalarope,0.9974
49.5,52.5,phalarope,phalarope,0.3230
49.5,52.5,SAVS,SAVS,0.2158
52.5,55.5,phalarope,phalarope,0.4377
54.0,57.0,phalarope,phalarope,0.5935
60.0,63.0,phalarope,phalarope,0.2383
60.0,63.0,SNBU,SNBU,0.2196
60.0,63.0,LALO,LALO,0.1501
61.5,64.5,SNBU,SNBU,0.5385
61.5,64.5,phalarope,phalarope,0.2708
61.5,64.5,LALO,LALO,0.1237
63.0,66.0,phalarope,phalarope,0.9643
64.5,67.5,phalarope,phalarope,0.9994
66.0,69.0,phalarope,phalarope,0.4166
67.5,70.5,phalarope,phalarope,0.5238
69.0,72.0,phalarope,phalarope,1.0000
70.5,73.5,phalarope,phalarope,0.9997
72.0,75.0,phalarope,phalarope,0.9832
73.5,76.5,phalarope,phalarope,0.9671
75.0,78.0,phalarope,phalarope,0.9772
76.5,79.5,phalarope,phalarope,0.8498
90.0,93.0,SNBU,SNBU,0.2301
90.0,93.0,WCSP,WCSP,0.2056
90.0,93.0,LALO,LALO,0.1392
91.5,94.5,SNBU,SNBU,0.9645
93.0,96.0,phalarope,phalarope,0.6348
94.5,97.5,phalarope,phalarope,0.9937
96.0,99.0,phalarope,phalarope,0.8987
99.0,102.0,LALO,LALO,0.1553
99.0,102.0,SNBU,SNBU,0.1315
100.5,103.5,phalarope,phalarope,0.7094
102.0,105.0,phalarope,phalarope,0.9531
103.5,106.5,phalarope,phalarope,0.1552
106.5,109.5,phalarope,phalarope,0.9942
108.0,111.0,DUNL,DUNL,0.2479
109.5,112.5,DUNL,DUNL,0.9998
111.0,114.0,DUNL,DUNL,0.9991
112.5,115.5,DUNL,DUNL,0.7255
117.0,120.0,LALO,LALO,0.1017
126.0,129.0,redpoll,redpoll,0.3206
127.5,130.5,phalarope,phalarope,0.9418
129.0,132.0,DUNL,DUNL,0.5601
129.0,132.0,phalarope,phalarope,0.2788
130.5,133.5,DUNL,DUNL,0.9959
132.0,135.0,DUNL,DUNL,0.9998
133.5,136.5,DUNL,DUNL,0.2192
133.5,136.5,WESA,WESA,0.1680
135.0,138.0,ARTE,ARTE,0.1675
135.0,138.0,phalarope,phalarope,0.1272
136.5,139.5,DUNL,DUNL,0.6108
138.0,141.0,DUNL,DUNL,0.1146
141.0,144.0,phalarope,phalarope,0.7288
142.5,145.5,phalarope,phalarope,0.7478
144.0,147.0,gull,gull,0.1452
145.5,148.5,LALO,LALO,0.1073
147.0,150.0,RTLO,RTLO,0.1529
148.5,151.5,RTLO,RTLO,0.2839
150.0,153.0,phalarope,phalarope,0.9840
151.5,154.5,LESA,LESA,0.3274
151.5,154.5,ARTE,ARTE,0.2877
153.0,156.0,phalarope,phalarope,0.3961
156.0,159.0,ARTE,ARTE,0.2101
156.0,159.0,SNBU,SNBU,0.1109
157.5,160.5,LESA,LESA,0.2515
157.5,160.5,phalarope,phalarope,0.1737
159.0,162.0,LALO,LALO,0.2933
160.5,163.5,phalarope,phalarope,0.1811
160.5,163.5,SNBU,SNBU,0.1737
160.5,163.5,LALO,LALO,0.1483
162.0,165.0,phalarope,phalarope,0.2193
162.0,165.0,SNBU,SNBU,0.1172
165.0,168.0,phalarope,phalarope,0.1939
165.0,168.0,LALO,LALO,0.1273
