Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,RTLO,RTLO,1.0000
1.5,4.5,RTLO,RTLO,0.6256
1.5,4.5,YBLO,YBLO,0.2073
6.0,9.0,phalarope,phalarope,0.1199
9.0,12.0,phalarope,phalarope,0.3960
10.5,13.5,ATSP,ATSP,0.1301
12.0,15.0,phalarope,phalarope,0.1247
15.0,18.0,RTLO,RTLO,0.8051
16.5,19.5,RTLO,RTLO,0.9998
18.0,21.0,RTLO,RTLO,0.9997
19.5,22.5,RTLO,RTLO,0.5773
42.0,45.0,ATSP,ATSP,0.1304
45.0,48.0,BBPL,BBPL,0.2215
46.5,49.5,WIPT,WIPT,0.2997
46.5,49.5,LTJA,LTJA,0.1351
49.5,52.5,PALO,PALO,0.2478
57.0,60.0,ATSP,ATSP,0.1542
58.5,61.5,ATSP,ATSP,0.1527
60.0,63.0,ATSP,ATSP,0.1152
76.5,79.5,phalarope,phalarope,0.1080
79.5,82.5,ATSP,ATSP,0.1750
81.0,84.0,ATSP,ATSP,0.1245
88.5,91.5,ATSP,ATSP,0.1563
90.0,93.0,phalarope,phalarope,0.1243
91.5,94.5,ATSP,ATSP,0.2075
93.0,96.0,ATSP,ATSP,0.1483
102.0,105.0,phalarope,phalarope,0.1146
103.5,106.5,WIPT,WIPT,0.2280
106.5,109.5,phalarope,phalarope,0.2232
106.5,109.5,SNBU,SNBU,0.1010
108.0,111.0,redpoll,redpoll,0.1094
109.5,112.5,redpoll,redpoll,0.2278
109.5,112.5,GWFG,GWFG,0.1078
111.0,114.0,phalarope,phalarope,0.1465
111.0,114.0,SNBU,SNBU,0.1095
112.5,115.5,WISN,WISN,0.1863
112.5,115.5,phalarope,phalarope,0.1787
114.0,117.0,phalarope,phalarope,0.2715
117.0,120.0,ARTE,ARTE,0.1066
118.5,121.5,phalarope,phalarope,0.3692
120.0,123.0,phalarope,phalarope,0.1595
121.5,124.5,phalarope,phalarope,0.2680
123.0,126.0,SNBU,SNBU,0.1907
123.0,126.0,unkMF,unkMF,0.1211
123.0,126.0,phalarope,phalarope,0.1050
124.5,127.5,phalarope,phalarope,0.3025
126.0,129.0,phalarope,phalarope,0.2280
126.0,129.0,redpoll,redpoll,0.1291
129.0,132.0,phalarope,phalarope,0.2598
130.5,133.5,phalarope,phalarope,0.2069
133.5,136.5,LALO,LALO,0.1258
135.0,138.0,LBDO,LBDO,0.6970
136.5,139.5,LBDO,LBDO,0.2518
139.5,142.5,LBDO,LBDO,0.2092
141.0,144.0,ARTE,ARTE,0.1263
141.0,144.0,phalarope,phalarope,0.1177
141.0,144.0,LBDO,LBDO,0.1109
142.5,145.5,LALO,LALO,0.1237
144.0,147.0,LBDO,LBDO,0.1210
144.0,147.0,DUNL,DUNL,0.1103
145.5,148.5,LBDO,LBDO,0.2401
145.5,148.5,DUNL,DUNL,0.1365
147.0,150.0,SESA,SESA,0.2877
147.0,150.0,LBDO,LBDO,0.1561
148.5,151.5,LBDO,LBDO,0.1343
159.0,162.0,RTLO,fc,0.1055
160.5,163.5,RTLO,fc,0.1032
163.5,166.5,GWFG,GWFG,0.2696
163.5,166.5,PALO,PALO,0.1314
165.0,168.0,GWFG,GWFG,0.2570
166.5,169.5,GWFG,GWFG,0.3255
166.5,169.5,YBLO,YBLO,0.2059
175.5,178.5,GWFG,GWFG,0.2497
177.0,180.0,GWFG,GWFG,0.1094
178.5,181.5,ATSP,ATSP,0.1199
184.5,187.5,GWFG,GWFG,0.1008
187.5,190.5,phalarope,phalarope,0.1942
189.0,192.0,phalarope,phalarope,0.2787
193.5,196.5,phalarope,phalarope,0.2044
193.5,196.5,ATSP,ATSP,0.1222
198.0,201.0,GWFG,GWFG,0.1864
201.0,204.0,RTLO,fc,0.1017
202.5,205.5,GWFG,GWFG,0.4304
204.0,207.0,GWFG,GWFG,0.7610
205.5,208.5,GWFG,GWFG,0.6745
207.0,210.0,GWFG,GWFG,0.1167
207.0,210.0,PALO,PALO,0.1070
216.0,219.0,LALO,LALO,0.1783
217.5,220.5,LALO,LALO,0.2853
240.0,243.0,phalarope,phalarope,0.1760
241.5,244.5,LALO,LALO,0.1403
243.0,246.0,LALO,LALO,0.4849
250.5,253.5,RTLO,fc,0.1474
258.0,261.0,phalarope,phalarope,0.1546
259.5,262.5,phalarope,phalarope,0.1188
267.0,270.0,ATSP,ATSP,0.1235
274.5,277.5,phalarope,phalarope,0.2997
276.0,279.0,phalarope,phalarope,0.3812
282.0,285.0,phalarope,phalarope,0.3926
285.0,288.0,phalarope,phalarope,0.1817
297.0,300.0,BARG,BARG,0.3561
